classe,arquivo,fracao_0_500,fracao_500_1000,fracao_1000_2000,fracao_2000_4000,fracao_4000_8000,wavelet_A6,wavelet_D6,wavelet_D5,wavelet_D4,wavelet_D3,wavelet_D2,wavelet_D1
Healthy,preprocess_Reading108.dat,0.6865318939204463,0.1923300702485723,0.11342669036266367,0.007710512260622425,8.332076954014742e-07,0.04367384974744796,0.40134196077288714,0.2313080725160232,0.2007867138823889,0.10895980509735942,0.013810145251500653,0.00011945273239286278
Healthy,preprocess_Reading109.dat,0.7053523663329693,0.16785068670949968,0.11976510197577078,0.007031091934845177,7.530469150418983e-07,0.05136478745431006,0.42320041088436505,0.22641254548663395,0.17394970605840657,0.11212500603941185,0.012826693227728888,0.00012085084914365042
Healthy,preprocess_Reading11.dat,0.627219122225852,0.2117543390264227,0.15359890306198304,0.007427005743402062,6.299423399775699e-07,0.02592384645778334,0.32889494920270057,0.25584197453685054,0.22536290221074373,0.1497601337386158,0.014078730725536902,0.00013746312776907158
Healthy,preprocess_Reading110.dat,0.6866350126599399,0.18388725443511197,0.121837700299124,0.007639277333582294,7.552722416586624e-07,0.043913098126968704,0.39550382907289305,0.24464817396992006,0.18785485646561764,0.11371621063598043,0.014254261914291334,0.00010956981432883941
Healthy,preprocess_Reading111.dat,0.6861026739251629,0.1826427027945221,0.12435848874952064,0.006895399793568303,7.347372259949279e-07,0.04790927494433801,0.3771570020633191,0.24566416675807792,0.20299855429705485,0.11258237959403893,0.013562593543080356,0.0001260288000909021
Healthy,preprocess_Reading112.dat,0.6994390037609789,0.17312334407542035,0.11952919933531962,0.007907625780264256,8.270480171611245e-07,0.04666287227487346,0.42091595386646485,0.22172903772087926,0.18162463285965846,0.11510139489628707,0.013848197116330029,0.00011791126550682967
Healthy,preprocess_Reading113.dat,0.7032365987310685,0.1687732941909618,0.12023202566847492,0.007757198361791336,8.830477036876434e-07,0.050380387858795325,0.43478079274115283,0.22314314326997722,0.16962087013342528,0.10898352893970488,0.012957730546087306,0.00013354651085721798
Healthy,preprocess_Reading114.dat,0.6883134418665893,0.1740062752944611,0.13039596047203023,0.007283348642444913,9.737244744023713e-07,0.04594689853879472,0.3997172630956356,0.23468936694862008,0.18891567672259652,0.11768343394262466,0.01292931606456993,0.00011804468715831946
Healthy,preprocess_Reading115.dat,0.6924707784959556,0.17509295248834866,0.1255988735189959,0.006836539020951166,8.56475748831729e-07,0.0399454357494149,0.4086106110260204,0.23764764868860833,0.1866985508374985,0.11446482448200537,0.012476608260759853,0.00015632095569273512
Healthy,preprocess_Reading116.dat,0.6906889037844391,0.1817551343739327,0.12046396816011572,0.00709109890297097,8.94778541562385e-07,0.04870159134536233,0.38678059194477576,0.2477453361093558,0.18904269524501052,0.11454501440506541,0.013060392086685267,0.0001243788637448081
Healthy,preprocess_Reading117.dat,0.6962761210221042,0.19320164785410723,0.10315150073484873,0.007369738000321114,9.92388618759828e-07,0.03973448258947086,0.39419392418467253,0.2579334526890694,0.1946887264481764,0.0997431279004675,0.013589419248904399,0.00011686693923896854
Healthy,preprocess_Reading118.dat,0.662425320604243,0.20192748457164203,0.12755910775681845,0.008087170099203955,9.169680926708588e-07,0.03484567131342818,0.36007724861488727,0.2632734456718173,0.20679365714361933,0.1212724017608193,0.01360567865329529,0.00013189684213330054
Healthy,preprocess_Reading119.dat,0.6802498896510787,0.1909026058537635,0.12120958078453024,0.007637112110712112,8.115999154196808e-07,0.03464960207562979,0.41074618154548265,0.23259729500853096,0.19211482635147717,0.11627646718313465,0.013487581005401575,0.0001280468303431559
Healthy,preprocess_Reading12.dat,0.6635478398544395,0.19029791089104622,0.13964781375147,0.006505885101755234,5.504012889219956e-07,0.032060010778541766,0.3627366458177168,0.2578686347442794,0.20565990292906527,0.12869470892006232,0.01287100640396928,0.00010909040636516146
Healthy,preprocess_Reading120.dat,0.6778624286691669,0.19121626983665116,0.12301573498760503,0.007904694842624635,8.716639521341875e-07,0.042823348422397545,0.37327343743396024,0.2506306806405156,0.19890766779957278,0.11988199981207377,0.01435546428227711,0.00012740160920296064
Healthy,preprocess_Reading121.dat,0.6854029957352655,0.18989987770080866,0.11723932926580598,0.007456754279869582,1.0430182504721136e-06,0.0509243293832739,0.39675606779976247,0.2369136673937756,0.18749529919774272,0.11380678551872962,0.013971095297042109,0.00013275540967369086
Healthy,preprocess_Reading122.dat,0.6767167868071187,0.1982890292700208,0.1172636589476531,0.007729568541100605,9.564341068170996e-07,0.044032610781585164,0.3938355556141652,0.23546457331842496,0.19417800590894702,0.11852375545266748,0.013800861452901984,0.00016463747130811068
Healthy,preprocess_Reading123.dat,0.6881676730871291,0.1918064774926883,0.11199879949268457,0.008026050792701581,9.991347963244908e-07,0.04839817951387612,0.3755472353970978,0.26018441749861426,0.18864150998761303,0.11149756713195895,0.015607013856118498,0.00012407661472147694
Healthy,preprocess_Reading124.dat,0.6907479086075665,0.189661444626403,0.11180187893627475,0.007788028548606279,7.392811495527843e-07,0.046246062324947976,0.4084694837953339,0.23019850586628182,0.18969684456216043,0.11036166565190336,0.014910935481087653,0.00011650231828492557
Healthy,preprocess_Reading125.dat,0.716718233592208,0.1638262545682998,0.11183353123253967,0.007620966072893635,1.0145340588996117e-06,0.053220622462234246,0.41934503199884826,0.23688790459860223,0.16816395129185932,0.10853471548205627,0.013737921595339323,0.00010985257106036527
Healthy,preprocess_Reading126.dat,0.6970812595625803,0.18362144684300558,0.11195677814172143,0.00733972656815656,7.888845361457387e-07,0.05176631805614102,0.39573617535877453,0.2439281967071917,0.17946887187117294,0.11357390387702611,0.015400151382408902,0.00012638274728480906
Healthy,preprocess_Reading127.dat,0.6923473855264162,0.17351339033678456,0.1264039910359283,0.00773439769391272,8.354069582453477e-07,0.049047394968029054,0.3889623000300476,0.24398807680326062,0.18024714159128227,0.12254929322012036,0.015093148844810486,0.00011264454244972244
Healthy,preprocess_Reading128.dat,0.7503237535041103,0.14303164945700556,0.09978431461194896,0.006859464269232163,8.181577029446921e-07,0.05361204579170595,0.41906480749307623,0.26406228041341273,0.15578157282950392,0.09550204777708851,0.011879475144538833,9.777055067389596e-05
Healthy,preprocess_Reading129.dat,0.7068415728694647,0.177389124735371,0.10928596298415977,0.0064826445004982965,6.949105062692753e-07,0.047479409093579256,0.404802422627451,0.24435139825435964,0.18374208225446728,0.1061602898563206,0.013355564278158216,0.00010883363566388993
Healthy,preprocess_Reading13.dat,0.6203398081645454,0.20425367638630093,0.16792006857538677,0.007485694913113124,7.519606538074688e-07,0.027878369907447815,0.2996922706941791,0.28399416919556,0.21488203165858788,0.15825991290689037,0.015129859589441028,0.00016338604789391093
Healthy,preprocess_Reading130.dat,0.6008351222934821,0.2555606278242663,0.1369875852316963,0.006615944746554783,7.199040007038773e-07,0.03184208063020536,0.297972635862254,0.2730100738094804,0.2533829231844615,0.12847536306921392,0.015204954945214478,0.00011196849917046952
Healthy,preprocess_Reading131.dat,0.6064150377671054,0.2450780886569586,0.14160137469083334,0.006904899430827575,5.994542750943319e-07,0.039648804799489235,0.3279875847776853,0.25739619745636133,0.22753781908423135,0.13282606634023017,0.014502583007665808,0.00010094453433683886
Healthy,preprocess_Reading132.dat,0.5618945766150283,0.274216307399631,0.15602320639666734,0.007865226691699052,6.828969744905784e-07,0.027592941195850342,0.2637720740422749,0.2772856516307789,0.2686707902579371,0.14515281641915326,0.017396208705370345,0.00012951774863500365
Healthy,preprocess_Reading133.dat,0.6742841631588671,0.19874993503061314,0.1205316560253856,0.006433652942037176,5.928430970138902e-07,0.04666013361206971,0.3842535537501642,0.24128421871878553,0.19294025579501775,0.12049733079491963,0.014263182788568227,0.00010132454047502199
Healthy,preprocess_Reading134.dat,0.6193185322614438,0.24557216130934428,0.1282646264390517,0.006844047124305776,6.328658541389034e-07,0.03884373752265648,0.32540611177377554,0.26102365694976676,0.23858846975680256,0.1220027536629742,0.01401062145367885,0.00012464888034563405
Healthy,preprocess_Reading135.dat,0.6873102868722433,0.19317655868987224,0.11225893172071622,0.007253510020039725,7.126971286219203e-07,0.05049519271500708,0.3802883410073938,0.248174100703382,0.1964110593028466,0.110725986316182,0.013779375789995394,0.00012594416519309004
Healthy,preprocess_Reading136.dat,0.6673385481566496,0.2061877890660364,0.12015047326497447,0.0063224239690784475,7.655432608906204e-07,0.04962972779541171,0.3606768711580783,0.2575535368157821,0.2048945904092836,0.11327379396845404,0.013875870173852662,9.560967913765009e-05
Healthy,preprocess_Reading137.dat,0.6492182684169607,0.2237572473867837,0.12001084168956282,0.00701301280485603,6.297018367200593e-07,0.041233658753238527,0.3331954883123655,0.2719433469328984,0.22151785975344807,0.11754030174918303,0.014414682125328848,0.00015466237353742586
Healthy,preprocess_Reading138.dat,0.6962434740228632,0.17071704107632502,0.12469918318290436,0.008339493211294088,8.085066132348366e-07,0.04737228290968336,0.35968434745010935,0.2731633623876154,0.18122234193355108,0.12089409744118311,0.017530413343474854,0.0001331545343829784
Healthy,preprocess_Reading139.dat,0.6915596916733509,0.16768692327236343,0.1330745366978358,0.007678030531889198,8.17824560734789e-07,0.040962394154366324,0.37499137322813775,0.2665931408336166,0.17898955108209114,0.1209632192095968,0.017382544363566794,0.00011777712862454967
Healthy,preprocess_Reading14.dat,0.6463942298760472,0.19176091967257916,0.15510571864555714,0.006738480955215948,6.508506005354511e-07,0.03804796406885257,0.3185821853866453,0.279030662924743,0.21433094493262939,0.13683614711953154,0.013071258353254064,0.00010083721434414233
Healthy,preprocess_Reading140.dat,0.6841235003497966,0.1755747873246799,0.1318047489874623,0.008496076709760622,8.866283005975725e-07,0.050339930115137564,0.35075339512496306,0.26876005606040576,0.18396035395495278,0.12853784626656836,0.017525110923661387,0.00012330755431106964
Healthy,preprocess_Reading141.dat,0.6765720771292192,0.19189139249648796,0.12401695574449288,0.0075188185907905615,7.560390094604222e-07,0.037929737631443514,0.3574583777784161,0.26900474116741896,0.19521038366338933,0.1234352516755527,0.01685279793306283,0.00010871015071664122
Healthy,preprocess_Reading142.dat,0.6999874558089137,0.16994197349850995,0.12203078313822516,0.00803897776845347,8.097858977003882e-07,0.04393418837532167,0.38800491196020304,0.26360964194370107,0.17616898315835838,0.10958729279736745,0.01855797676969836,0.00013700499535007559
Healthy,preprocess_Reading143.dat,0.6966833248706293,0.1625251517193444,0.1331016971588518,0.007689058457971836,7.677932025894952e-07,0.047482201453433646,0.38404529489334266,0.2618393593240056,0.1652417536673759,0.12476083025661841,0.016516261205113885,0.00011429920010988516
Healthy,preprocess_Reading144.dat,0.7017915868166186,0.1620027161963511,0.1281818976545707,0.008022915326305934,8.840061536920525e-07,0.04171499288923192,0.3864194933521817,0.2665258953737901,0.16414753866909695,0.12205858018855306,0.019012352159045506,0.00012114736810074201
Healthy,preprocess_Reading145.dat,0.6992503552653564,0.17333642057884618,0.12012906237082101,0.007283388031732788,7.737532439328222e-07,0.039437889311694375,0.3696830957959017,0.2815553587013895,0.17878167957432678,0.11472566903657047,0.01571627834405849,0.00010002923605859779
Healthy,preprocess_Reading146.dat,0.7070858127041265,0.1532582815716021,0.13117513837214356,0.008480055982775583,7.113693523784401e-07,0.048811750455255036,0.38614996735842794,0.25971490063474717,0.16360342210612208,0.12409967913902424,0.017508893087595418,0.00011138721882800106
Healthy,preprocess_Reading147.dat,0.6438721575414987,0.18917697067363656,0.1581884619871862,0.00876152793600038,8.818616781654269e-07,0.0373890799765102,0.3458830434295074,0.25956196727144654,0.19157755303564425,0.14647430149971638,0.018994525207588965,0.00011952957958625512
Healthy,preprocess_Reading148.dat,0.6939086721435183,0.16300368574409896,0.1349448815391071,0.008142011359530351,7.492137451455507e-07,0.050313300849011665,0.3917792868622803,0.24327526616542652,0.16805250994315232,0.12818704594807487,0.01826984561427369,0.00012274461778052386
Healthy,preprocess_Reading149.dat,0.687018482867926,0.1548679968012572,0.14993167339571054,0.00818104557242394,8.01362682437417e-07,0.03806945594607287,0.37934836165658903,0.2578479034677252,0.16261788616885733,0.14188696555917207,0.02011241628341005,0.00011701091817347061
Healthy,preprocess_Reading15.dat,0.6518032489025368,0.20178784150608467,0.139116147072584,0.007292098715263179,6.638035314634305e-07,0.03913566991277342,0.33821343639296314,0.2588055366054235,0.2160125140731838,0.13393172061892597,0.013753534245041228,0.0001475881516888911
Healthy,preprocess_Reading150.dat,0.7229003611978025,0.14774444445128218,0.12144407223995331,0.007910319255249973,8.028557119481897e-07,0.05046203510456764,0.41139056531020085,0.2507605444137885,0.1593885682653592,0.11164047322593403,0.01625103739076339,0.00010677628938650061
Healthy,preprocess_Reading151.dat,0.5994151442834527,0.2079123499544849,0.18524692284259153,0.007425015418589676,5.675008810953057e-07,0.03958111702492143,0.3150828268007693,0.23143015278563525,0.21457383318973958,0.17152973372391397,0.027650843582247585,0.00015149289277287015
Healthy,preprocess_Reading152.dat,0.6400405762026843,0.21020981771993547,0.14313183063379328,0.006617242963087176,5.3248049976885e-07,0.04885964135301403,0.35479720093963174,0.21466363816571862,0.21271414444861939,0.15107127416042854,0.017772737151091393,0.0001213637814961731
Healthy,preprocess_Reading153.dat,0.6341311584101802,0.20727759499324405,0.15186369507817324,0.006726940549692255,6.109687105855478e-07,0.05463400109334439,0.3643662810572657,0.20383768135187882,0.21359496467547687,0.1465634997208904,0.016865080161692487,0.00013849193945124786
Healthy,preprocess_Reading154.dat,0.6687043158336218,0.19640414778402693,0.12833466578461794,0.006556335828585912,5.347691476649143e-07,0.05847377022121373,0.4192944638462495,0.18891842073066728,0.18991144979091373,0.12988605465935565,0.013408517089920564,0.0001073236616793342
Healthy,preprocess_Reading155.dat,0.6918735653293069,0.17172605755461065,0.12991479763177813,0.006485022600544376,5.568837600058319e-07,0.05767589781634576,0.40538101717575376,0.21083486836349125,0.1872944518228903,0.12552518039146143,0.01316589095142123,0.00012269347863624658
Healthy,preprocess_Reading156.dat,0.640500297398341,0.20792161814560056,0.1436519229883168,0.007925477467749924,6.83999991761087e-07,0.04798630815692508,0.33181132174039246,0.24514556983125455,0.21732911701936888,0.14319240657604673,0.01437338056290297,0.0001618961131092054
Healthy,preprocess_Reading157.dat,0.6501425469772653,0.2058476669128387,0.13673924203225302,0.007269990285834025,5.53791809165539e-07,0.04788126123681255,0.38584966187335584,0.21012341299473958,0.20996960786989344,0.13302525942986207,0.01301714030947891,0.0001336562858576121
Healthy,preprocess_Reading158.dat,0.634868661891088,0.2075422340709118,0.15029897055180086,0.007289546069671707,5.874165276970561e-07,0.03485047001049534,0.3220441695644814,0.26251040366295886,0.21990024788701584,0.14607143839531106,0.014498215594233773,0.00012505488550379105
Healthy,preprocess_Reading159.dat,0.6906317035428703,0.18559977924263082,0.11737505246543749,0.00639282841651203,6.363325493029507e-07,0.05234532474337711,0.3817724508643679,0.23640709479383165,0.19789650096794906,0.11906935031887014,0.012384057929573046,0.0001252203820312717
Healthy,preprocess_Reading16.dat,0.6926704729353423,0.17904309821050332,0.12192272651467333,0.006363134186629323,5.681528517995022e-07,0.04083366355224489,0.3821731821423066,0.265853099664094,0.18558658679751427,0.11341358745329382,0.012032804761264866,0.00010707562928172101
Healthy,preprocess_Reading160.dat,0.65291131799089,0.19951992039823918,0.13965982951603473,0.007908289611147524,6.424836884179337e-07,0.041135260126097035,0.3164444622541727,0.2820838057019285,0.2141619914431904,0.13175931551252348,0.014262776519826296,0.00015238844226160445
Healthy,preprocess_Reading161.dat,0.6904584423599167,0.184265421874194,0.1180656254054188,0.007209868366436344,6.419940341235619e-07,0.044562126424963114,0.3399951897505362,0.28829010424063767,0.20236940674039147,0.11173094357885624,0.012915230383077757,0.00013699888153741345
Healthy,preprocess_Reading162.dat,0.6573339861268658,0.19837238233792723,0.13720634949965982,0.0070866478380333525,6.341975135958741e-07,0.03347831510471389,0.3068200505931698,0.300206594441885,0.2204779696402028,0.12582872824899274,0.013051202825531296,0.00013713914550440926
Healthy,preprocess_Reading163.dat,0.6499012682926589,0.1926206707321018,0.14991008218572327,0.007567283183258465,6.956062574842793e-07,0.03004361076479608,0.33566607203331117,0.2750958762373731,0.206107472209352,0.139543574924533,0.013413056391443186,0.0001303374391913755
Healthy,preprocess_Reading164.dat,0.653383627848709,0.20783430630351873,0.13183935367071759,0.0069420693301947235,6.428468601756491e-07,0.0313534134057676,0.32296681808547084,0.28562422743418364,0.22043789356803012,0.1262449150706586,0.01323994447187664,0.0001327879640124611
Healthy,preprocess_Reading165.dat,0.6422694829550069,0.20633787442083143,0.14368607819375334,0.007705883415720448,6.810146878537094e-07,0.0287213200275212,0.32125290496156356,0.2800374177156573,0.22146807164953405,0.13445037828292367,0.013932075257429956,0.00013783210537013181
Healthy,preprocess_Reading166.dat,0.6862021922890575,0.18002674651143896,0.1274905747622452,0.006279902613523243,5.838237351880067e-07,0.04000173803550675,0.3510089864455819,0.2788986313051519,0.19690201273016303,0.12018202713614518,0.012886791191139703,0.00011981315631159171
Healthy,preprocess_Reading167.dat,0.6750601880024785,0.17749545667327593,0.14069618226530006,0.006747609896719541,5.631622260330343e-07,0.037390336144069884,0.33934383355809666,0.2879355940779232,0.1957029340937399,0.1273328806677694,0.012178806301012547,0.0001156151573884876
Healthy,preprocess_Reading168.dat,0.682243823658267,0.1842094152710114,0.12697024604808535,0.00657590922143242,6.058012039583117e-07,0.03204884140590385,0.3413439776597374,0.2972600874219679,0.1943063053616012,0.121216756201697,0.013683650175462893,0.00014038177362974774
Healthy,preprocess_Reading169.dat,0.718857596583581,0.16285075035833366,0.11214932702932051,0.006141787693058763,5.383357061102157e-07,0.04599193712313947,0.3957242484853397,0.26668109888778596,0.17422669345614838,0.10572833912891134,0.011552003125244799,9.567979343035457e-05
Healthy,preprocess_Reading17.dat,0.6515146902341927,0.18370174059219196,0.15683554452098908,0.007947371551183744,6.531014425686666e-07,0.035833612526835576,0.3270171462882348,0.2778089348341533,0.20409033144470795,0.1406677612370753,0.014444061970028945,0.00013815169896391944
Healthy,preprocess_Reading170.dat,0.6849178122039616,0.18189165391260412,0.1265548306310149,0.006635053899407727,6.493530113825517e-07,0.032810049246915086,0.3959566604880855,0.2451327780747064,0.19270315000013058,0.11953761197151996,0.013738589415240903,0.00012116080340133648
Healthy,preprocess_Reading171.dat,0.6777440191416925,0.17827359353487063,0.13722306291280115,0.006758688875078889,6.355355567959856e-07,0.035947947797873525,0.38286609085235285,0.2524957434518469,0.18769703451938763,0.12813948832514752,0.012735731878869202,0.00011796317452239874
Healthy,preprocess_Reading172.dat,0.723344171319984,0.16183516555727614,0.10874287808311875,0.006077255908474635,5.291311467686017e-07,0.05221619185894399,0.4197748311213193,0.24023517845473547,0.17362050841685558,0.10163322900314141,0.012405076847937733,0.0001149842970665013
Healthy,preprocess_Reading173.dat,0.6965066668173877,0.17115865465524716,0.12439729875749608,0.007936704395945416,6.753739235668681e-07,0.03809877281228029,0.3725827058068252,0.27011764933587135,0.18504060982518183,0.11978606444934223,0.014207926520599106,0.00016627124990006197
Healthy,preprocess_Reading174.dat,0.7159576648206908,0.15302649287781975,0.12414006297068644,0.006875159476469569,6.198543332656542e-07,0.0450873085517034,0.4176409014743229,0.2438738661240293,0.15875028187289678,0.12054895338829073,0.013972021434646271,0.00012666715411061697
Healthy,preprocess_Reading175.dat,0.7347240555471991,0.15188987491138442,0.10681600780192858,0.006569465169806565,5.965696813447696e-07,0.04818966900822815,0.4351581235470499,0.2413404184172319,0.16340616538857972,0.09969686211934359,0.012087081311480136,0.00012168020808670181
Healthy,preprocess_Reading176.dat,0.7337116210875673,0.15961233422161997,0.10045293382690118,0.00622244671532909,6.641485824883747e-07,0.0335068945853129,0.40495189659965214,0.2780697000213127,0.1730241336524551,0.09841892600896664,0.011922385612782811,0.00010606351951768154
Healthy,preprocess_Reading177.dat,0.7213652066314418,0.1529421860867673,0.11878879760805847,0.006903153945672045,6.557280606194709e-07,0.032958873176506094,0.3999489069832094,0.2727165703268773,0.16936089733749135,0.11235480940810519,0.012543083636970409,0.00011685913084040935
Healthy,preprocess_Reading178.dat,0.7311375892280235,0.14966859144579625,0.11302084624607893,0.00617241935627441,5.537238268953672e-07,0.04859451340119911,0.4204153565536244,0.2607237469763694,0.15671249914293897,0.10210381377774982,0.011359205382123509,9.086476599481807e-05
Healthy,preprocess_Reading179.dat,0.7015272540065071,0.167828822211101,0.12379615543232486,0.006847119916614319,6.484334526397629e-07,0.0328634197102597,0.36917686648123893,0.2813363343384939,0.18796061366319322,0.11439747072837275,0.014154823546672298,0.00011047153176920593
Healthy,preprocess_Reading18.dat,0.6861992966323395,0.17138687468504962,0.13605853593699604,0.006354686672585333,6.06073029470988e-07,0.03934461670185705,0.3699829395111637,0.2600051426335767,0.1929706575592641,0.1252764175683508,0.012311173860021157,0.00010905216576649919
Healthy,preprocess_Reading180.dat,0.6899264262388862,0.1842645215069055,0.11879530422260977,0.007013181638349547,5.663932489114783e-07,0.044026757952033674,0.37720494481282063,0.2608791829300324,0.19013471558192532,0.11448390298647328,0.013160374666728295,0.00011012106998625056
Healthy,preprocess_Reading181.dat,0.6966079190601457,0.16837313206587373,0.12946172627459474,0.0055566791599877255,5.434393982086299e-07,0.049679530616798244,0.4241775659898372,0.21401091757325835,0.183026924313443,0.11693975564457765,0.012058627612486304,0.00010667824959938357
Healthy,preprocess_Reading182.dat,0.6647274239245745,0.19361165319913115,0.1335862981580048,0.008073966653256742,6.580650328113829e-07,0.03261139970791048,0.36012303490380276,0.26341645592406127,0.20267685106268654,0.1259025108869278,0.015103640668739834,0.0001661068458712969
Healthy,preprocess_Reading183.dat,0.6454859625734457,0.2128832406025062,0.13428318080693372,0.00734687555967304,7.404574415736069e-07,0.03923392702772382,0.37168952303045566,0.22904205470812292,0.22059614713744571,0.12440612948928564,0.014883268972604889,0.0001489496343612528
Healthy,preprocess_Reading184.dat,0.7056234337935764,0.1748222529729694,0.11239648528878356,0.007157148873197806,6.790714728695324e-07,0.04513921808470084,0.3974963092671534,0.25742931958494647,0.17743337811930918,0.1086787197202896,0.013706115067984378,0.00011694015561605235
Healthy,preprocess_Reading185.dat,0.6900715342781635,0.18019441163221464,0.12279177607164982,0.006941367640683779,9.103772883635243e-07,0.05254329566594114,0.39878675843921496,0.2270550481800861,0.19141722633813718,0.11632642670803935,0.013719276428480318,0.00015196824010107663
Healthy,preprocess_Reading186.dat,0.6780590915270637,0.19555616065338813,0.11953615227429748,0.006847891009792765,7.045354580769938e-07,0.045236908223757206,0.3754292600514216,0.2512253397389151,0.19991860073577195,0.1141476145698883,0.013920973331610203,0.00012130334863547136
Healthy,preprocess_Reading187.dat,0.6938519369716446,0.1708995498461238,0.12792681297014552,0.007321036203815749,6.640082702448522e-07,0.044299085449805105,0.3958600958543191,0.24739952469039855,0.1803991947915358,0.11736917080784132,0.014529407493915377,0.00014352091218457213
Healthy,preprocess_Reading188.dat,0.7122246574516252,0.1665504790713905,0.11350794570528916,0.0077161741174878095,7.436542072339272e-07,0.052636072072860036,0.42241454152844377,0.2351657719977204,0.17171771452759713,0.10355164542020313,0.014396555725994376,0.00011769872718120456
Healthy,preprocess_Reading189.dat,0.7105655850582498,0.17371590496088649,0.10906356726289093,0.006654149904882596,7.928130901674458e-07,0.05343400386923267,0.42536758900930954,0.22645528553017932,0.17673815969382878,0.10426163409681302,0.013631776062596336,0.00011155173804031971
Healthy,preprocess_Reading19.dat,0.6953716443452833,0.17288343152831698,0.12500561822562117,0.006738735602166408,5.702986122653493e-07,0.03857895687715573,0.3527424768140709,0.29136315071501295,0.18669627805528738,0.1181536179175081,0.012354233219223276,0.00011128640174176578
Healthy,preprocess_Reading190.dat,0.6992633401645647,0.17966579087497445,0.11371214373748825,0.007357920363091071,8.048598815010443e-07,0.04741112951421493,0.41973343318709877,0.22807384158520547,0.18272233780636088,0.10765724683886145,0.014275596952162945,0.0001264141160954855
Healthy,preprocess_Reading191.dat,0.6962671035032729,0.16226406152929895,0.1349710903620505,0.0064969778590402184,7.667463374148156e-07,0.05269757387668711,0.4351983269160211,0.20746635370088268,0.1674623601483222,0.12325421634576668,0.013795004560974279,0.00012616445134601352
Healthy,preprocess_Reading192.dat,0.7026458778224624,0.1760299697812703,0.11405355376697136,0.007269801819072769,7.968102231293671e-07,0.04623900330130489,0.3950111397384551,0.25214592140301684,0.1804555198820786,0.1114492558657059,0.014565999930199849,0.00013315987923893886
Healthy,preprocess_Reading193.dat,0.6794511138827867,0.18249457938450553,0.13011155458396498,0.007941914340640982,8.378081020591332e-07,0.039645945999154684,0.3917596381487187,0.24449238593808012,0.18101681124385363,0.1276421944850033,0.01530424758978617,0.00013877659540354958
Healthy,preprocess_Reading194.dat,0.6963511099425957,0.17066092639842922,0.12609591838234824,0.006891243180684101,8.02095942448144e-07,0.05119942559368122,0.40146316717063935,0.23856600539798745,0.17849642069558563,0.11625676588583515,0.013904583056849667,0.00011363219942145796
