classe,arquivo,amostras,media,rms,desvio_padrao,potencia_total_welch,fracao_0_500,fracao_500_1000,fracao_1000_2000,fracao_2000_4000,fracao_4000_8000
Healthy,preprocess_Reading13.dat,50000,-0.0021125754579068,0.25411676884036616,0.2541079873416079,0.06400561557708052,0.6227577434173011,0.2023541812655372,0.16782755819485087,0.007059873105642048,6.440166687871518e-07
Healthy,preprocess_Reading14.dat,50000,-0.035324696742406,0.24131549742995875,0.2387160134970536,0.05692593839770229,0.6468536863042612,0.1900733482300392,0.15629170173512288,0.006780622192803888,6.415377728118641e-07
Healthy,preprocess_Reading15.dat,50000,-0.017874263377451998,0.26041734870013294,0.25980320670215007,0.06553135093903303,0.6496640585630133,0.2053441173397417,0.13755572430443172,0.0074354705121566,6.292806567132222e-07
Healthy,preprocess_Reading16.dat,50000,-0.040802236691972,0.2459765982478453,0.24256888581702762,0.058792007327132675,0.7031482819806428,0.17499261654147963,0.1158646054930235,0.005993948537293445,5.474475606751414e-07
Healthy,preprocess_Reading17.dat,50000,-0.043000734219246,0.25840967501653694,0.2548067836592229,0.06466954936050466,0.6648489819615262,0.17772533130722235,0.1498422874983737,0.007582764842927155,6.343899507328815e-07
Healthy,preprocess_Reading18.dat,50000,-0.01018479360463,0.24253502974752061,0.2423210899485676,0.05961422954028101,0.6821912724829731,0.1734837809818514,0.13777257891944908,0.006551779876570929,5.877391555178614e-07
Healthy,preprocess_Reading19.dat,50000,-0.034667075277838,0.2695633898751722,0.2673249241142225,0.07104768890916087,0.6992209402942751,0.1710893085168792,0.12299980860510264,0.006689365261183966,5.773225590304633e-07
Healthy,preprocess_Reading20.dat,50000,-0.0023796538521919995,0.26562504164114925,0.26561438213019645,0.07064773815359894,0.6519554650963639,0.1884239580691387,0.15219808048146388,0.007421826185514931,6.701675183992936e-07
Healthy,preprocess_Reading21.dat,50000,-0.039082509957444,0.2612123315645302,0.25827202631489987,0.06720108676383148,0.6877020766743273,0.178154050199244,0.12827965251185217,0.005863607499916453,6.131146602833874e-07
Healthy,preprocess_Reading22.dat,50000,-0.007436463060487,0.26018633028261295,0.2600800366869456,0.06811501892002932,0.6995476914013372,0.17241945644094536,0.12098256344033964,0.00704970257388923,5.86143488395777e-07
Healthy,preprocess_Reading23.dat,50000,0.043184235592404,0.2801749285464662,0.2768268635488926,0.07816122105680957,0.7119165416508103,0.16412674251152237,0.11660040522289367,0.007355726171227803,5.844435459737063e-07
Healthy,preprocess_Reading24.dat,50000,-0.0076913911357400005,0.2703702130839689,0.27026079002598175,0.07152512982542467,0.7104488350959813,0.16682764403512787,0.11601866285933576,0.006704296004587916,5.620049672335099e-07
Healthy,preprocess_Reading25.dat,50000,-0.00911738666004,0.26307947350811933,0.262921438155584,0.06806789108545383,0.677435656617317,0.1815090009077987,0.1336343080729564,0.007420425347212512,6.090547156890977e-07
Healthy,preprocess_Reading26.dat,50000,0.025488670408796002,0.23666910440441372,0.23529256822173336,0.05237622125614187,0.6772243585948402,0.18486317135375366,0.13104218417805552,0.006869555016988767,7.308563620030274e-07
Healthy,preprocess_Reading27.dat,50000,-0.05585472902764001,0.26213776533547695,0.2561180533666584,0.06727621699028286,0.6892408695078986,0.17973834335936123,0.1242656361857414,0.0067545484599835165,6.024870153047457e-07
Healthy,preprocess_Reading28.dat,50000,0.0196275428927204,0.2524842319274726,0.2517201758540626,0.06238714208989576,0.7007177920146813,0.1600184787043504,0.13297012459402677,0.006293040623956237,5.640629854129895e-07
Healthy,preprocess_Reading29.dat,50000,0.01795238844688,0.2481712195397551,0.24752104144274614,0.0617464695933876,0.7098688913778952,0.17087025366595315,0.11370616636842637,0.005554102182402068,5.864053232318965e-07
Healthy,preprocess_Reading30.dat,50000,-0.00741187167724092,0.2604629794958009,0.260357500076472,0.06834762627010126,0.7142898469433149,0.1603202980635888,0.11891252050153005,0.0064767156852201515,6.188063459000238e-07
Healthy,preprocess_Reading31.dat,50000,-0.014747894232812,0.24923790828684583,0.2488011948180715,0.06344521681242142,0.6855569276578826,0.18842966769276354,0.11862394113471163,0.007388903242152654,5.602724897208998e-07
Healthy,preprocess_Reading32.dat,50000,-0.009731037467780439,0.27594808476854404,0.2757764536671473,0.07635715197986269,0.68368883555025,0.1636238081445991,0.1462628548759008,0.006423924639021829,5.767902283457283e-07
Healthy,preprocess_Reading33.dat,50000,0.066315651130418,0.2467542758016652,0.23767605483420692,0.05784008673137884,0.7097260042131476,0.15969779751865099,0.12377326499953369,0.006802286922490349,6.463461773858929e-07
Healthy,preprocess_Reading34.dat,50000,0.0008504051701879999,0.2644565781299778,0.2644552108151087,0.07038951553407202,0.7431321372769033,0.15588988264668602,0.09501239745644817,0.0059650013119017025,5.813080607649617e-07
Healthy,preprocess_Reading35.dat,50000,0.044225834933578005,0.27345453299638756,0.2698545110623506,0.072006892969174,0.7245264757683534,0.1734769925428002,0.09630115414113223,0.005694724541684066,6.530060301050181e-07
Healthy,preprocess_Reading36.dat,50000,0.027011528123726,0.2652841643730705,0.26390540959885506,0.07161618502005711,0.6973157632313005,0.17341988581744724,0.12288119793720068,0.006382578831202527,5.741828491823298e-07
Healthy,preprocess_Reading37.dat,50000,0.019278667455588,0.2587836508110783,0.2580645479492426,0.0651954561718679,0.7129116075398534,0.16923143983380828,0.11038459385342198,0.007471718639056393,6.401338599589328e-07
Healthy,preprocess_Reading38.dat,50000,0.009105841267016,0.24056935416480307,0.24039695883702514,0.058020667116923934,0.7183861275513793,0.1385006792867294,0.1373885109285379,0.005724047621802636,6.346115507876121e-07
Healthy,preprocess_Reading39.dat,50000,0.034809101273768,0.264907807786774,0.26261087771626473,0.06924661420009927,0.6914406047149061,0.18661664212648216,0.11473892617162029,0.007203125390894658,7.01596096604383e-07
Healthy,preprocess_Reading40.dat,50000,0.010600297044255299,0.2534534539649459,0.25323168646386746,0.06159815447885012,0.6909763469227569,0.18391714813537036,0.11764673896147654,0.007458998240483888,7.677399123219735e-07
Healthy,preprocess_Reading41.dat,50000,0.03260635865175,0.2682479540735058,0.26625887823713057,0.0704260109630802,0.6941511945709856,0.16419561037145963,0.13516002730283136,0.006492358370119482,8.093846039366877e-07
Healthy,preprocess_Reading42.dat,50000,-0.004613197151958,0.24594500115008427,0.24590173241104285,0.06087939629176629,0.7283641046547144,0.16019999432514134,0.10548789832107415,0.005947400220342199,6.024787280718106e-07
Healthy,preprocess_Reading43.dat,50000,-0.037831541925766,0.24069492790237587,0.23770322411244008,0.058562765319917165,0.7016335527550288,0.18044252740597314,0.11118394189356286,0.006739259037088626,7.189083467335673e-07
Healthy,preprocess_Reading44.dat,50000,0.01433931418266,0.2723169646807115,0.2719391720986272,0.07479090891460394,0.6950864105536373,0.17351087760878042,0.12436687304690046,0.007035024214318088,8.145763638416059e-07
Healthy,preprocess_Reading45.dat,50000,-0.025081035226490002,0.257115031454782,0.2558888060700606,0.06743926380052544,0.7095800143723693,0.17334323563658643,0.1097212843621991,0.007354479146609157,9.864822363057642e-07
Healthy,preprocess_Reading46.dat,50000,0.0034554130989700002,0.26404849072605663,0.2640258805023172,0.07209573168735837,0.6961659252686333,0.17310460251146492,0.12397521849632881,0.0067534717894598365,7.819341128448179e-07
Healthy,preprocess_Reading47.dat,50000,0.044386655664800004,0.2742692634824725,0.27065375240353196,0.07556177414654172,0.6295831721919456,0.19876552933391098,0.1639923252860612,0.007657967299213404,1.0058888686252342e-06
Healthy,preprocess_Reading48.dat,50000,0.019857854815231998,0.27394556126228,0.2732248819881578,0.07667155588588138,0.6888264292627919,0.18311671707150465,0.12054526962082865,0.007510848120801073,7.359240734635992e-07
Healthy,preprocess_Reading49.dat,50000,-0.0024960314946599997,0.26872526017954124,0.2687136678424449,0.0738046410140653,0.6429201872227114,0.1895617960727766,0.15932594785738605,0.008191146414581787,9.224325443584621e-07
Healthy,preprocess_Reading50.dat,50000,0.031832858602398,0.2651440651106948,0.26322622281342734,0.07030591464900132,0.6707878309774267,0.18779638221389988,0.13384112452052266,0.007573772142225493,8.901459254901331e-07
Healthy,preprocess_Reading51.dat,50000,-0.08826732654894641,0.26057019790532243,0.2451646530401978,0.06002527889759706,0.6791719562387545,0.1657679875286188,0.14747064767109666,0.007588525788048269,8.827734817907615e-07
Healthy,preprocess_Reading52.dat,50000,0.008615176217046001,0.27455455668082807,0.27441935670239315,0.07638861347115164,0.7176478601708608,0.1664322824198833,0.10902231886750746,0.006896714055256441,8.244864918791877e-07
Healthy,preprocess_Reading53.dat,50000,0.018232803972846,0.2342191433352112,0.23350839805875934,0.05428573143996927,0.6957665588041981,0.17370635686642943,0.1230333794066487,0.0074929384447117746,7.664780119282994e-07
Healthy,preprocess_Reading54.dat,50000,-0.004042967757424,0.2698486545957672,0.26981836631122447,0.0706180208665088,0.703985624046202,0.17047604948841993,0.11891341084975067,0.0066241127665813415,8.028490461848428e-07
Healthy,preprocess_Reading55.dat,50000,0.027640622270586,0.2690636258249536,0.2676401142253631,0.07147021134499632,0.7163239438090309,0.164652167809702,0.11316788372161085,0.005855314800573989,6.898590822686665e-07
Healthy,preprocess_Reading56.dat,50000,0.008095164999963999,0.2557944581780278,0.2556663316477439,0.06661505971741738,0.7267626022696138,0.16968280750027265,0.09774176704110235,0.005812101743893732,7.214451176225895e-07
Healthy,preprocess_Reading57.dat,50000,0.00737047276242,0.2766557339281116,0.2765575369548993,0.0776386470472456,0.6726035510022416,0.18584486881996684,0.1348284186688043,0.006722441241833371,7.20267153804867e-07
Healthy,preprocess_Reading58.dat,50000,-0.02004048662898,0.2747724103247608,0.2740406108067788,0.07528504736102383,0.6987958652076085,0.1749906080373618,0.11925688737332552,0.006955931907827733,7.074738764991959e-07
Healthy,preprocess_Reading59.dat,50000,0.054159254936240006,0.2834714807686985,0.27824962805716374,0.07672401774495444,0.6980064457765047,0.15745940477730724,0.13711885945355642,0.007414519832254266,7.701603772544077e-07
Healthy,preprocess_Reading60.dat,50000,-0.035337029478276,0.25711543006576526,0.2546755558069029,0.06327133866588104,0.6836041605487684,0.18399853995840323,0.12510267261923355,0.007293897881497096,7.289920977326726e-07
Healthy,preprocess_Reading61.dat,50000,-0.0026877604430419998,0.2583711559332705,0.2583571755575896,0.06744360756350842,0.694869422725573,0.17098940548052524,0.1274377862734976,0.006702661196035196,7.243243690401223e-07
Healthy,preprocess_Reading62.dat,50000,0.066079760408482,0.26682530568134855,0.25851346002926556,0.067339086526828,0.7192416660361265,0.1488938544301387,0.12468364335487467,0.007180114865788751,7.213130712022963e-07
Healthy,preprocess_Reading63.dat,50000,-0.01348172775924,0.27984836978667554,0.27952343924774115,0.07703298206628774,0.6974598587364393,0.1679089934745976,0.12611299920724683,0.00851722752822779,9.210534885094279e-07
Healthy,preprocess_Reading64.dat,50000,0.029512632307646,0.26781560538853083,0.2661845281452304,0.07223721461629548,0.7114623514470924,0.15305103244953794,0.1285808574587103,0.0069050424605851726,7.161840743183361e-07
Healthy,preprocess_Reading65.dat,50000,0.0325136942523,0.2555575237725411,0.2534807835770216,0.06108991476511759,0.7018817083628055,0.15665435307804892,0.1341523803735444,0.007310696528950792,8.616566503038452e-07
Healthy,preprocess_Reading66.dat,50000,0.008234047372432001,0.27593948346479813,0.2758166039213161,0.07698913611764817,0.6705220897691345,0.17839392794632047,0.14310943408135807,0.007973601057618459,9.471455683289996e-07
Healthy,preprocess_Reading67.dat,50000,-0.0199188561947606,0.2648632031192795,0.2641131491132109,0.07140131584776827,0.7015088063385055,0.16019660480559372,0.13020176535196168,0.008091943157514513,8.803464245428629e-07
Healthy,preprocess_Reading68.dat,50000,0.0031504882779240006,0.2625904507387513,0.26257155071102284,0.06997586535997717,0.7231964547658859,0.14812502361508456,0.12104959848538328,0.007628272997527331,6.501361189483443e-07
Healthy,preprocess_Reading69.dat,50000,-0.01052638008564,0.24878151011584698,0.2485587155941508,0.06303869459253224,0.6972868725608594,0.16875296540712525,0.12613605238821315,0.007823349388931667,7.602548704982339e-07
Healthy,preprocess_Reading70.dat,50000,-0.03790485485814,0.26373098818189555,0.2609928276899242,0.06970643033550473,0.7329443316397625,0.15161399966415373,0.1076421219409068,0.007798888123888711,6.586312886126593e-07
Healthy,preprocess_Reading71.dat,50000,0.0017410534350280002,0.25206481832220534,0.252058805378314,0.06506527276247798,0.6791115847631435,0.18125309232180417,0.13118754949283548,0.008446898955603924,8.74466612757014e-07
Healthy,preprocess_Reading72.dat,50000,0.05405210541948201,0.26480432266376197,0.25922904775725847,0.06740846902569424,0.7114212700461613,0.16388442342347004,0.11659927891606675,0.008094278653144459,7.489611574625224e-07
Healthy,preprocess_Reading73.dat,50000,-0.017005996544451278,0.2526574910383434,0.2520845172939439,0.06559195145045896,0.7223812050105318,0.1497979214036271,0.12037418564989652,0.007445907032870664,7.809030739684105e-07
Healthy,preprocess_Reading74.dat,50000,0.0513403918336328,0.260028283634526,0.2549095377899512,0.06484585274848297,0.7058092256834559,0.16927511551634977,0.11652486739482691,0.0083900499200184,7.414853490620936e-07
Healthy,preprocess_Reading75.dat,50000,-0.025106145183978003,0.26034260013459476,0.2591292166445971,0.06937331170062255,0.7344407384199833,0.13724028940185926,0.12043006014283664,0.007888146149891717,7.658854291694517e-07
Healthy,preprocess_Reading76.dat,50000,-0.034360163857774004,0.2714818175166784,0.26929863791305364,0.07174597947031675,0.5263717286276993,0.24387109391158296,0.22039741847615077,0.009359259270898652,4.997136681479078e-07
Healthy,preprocess_Reading77.dat,50000,0.016222328663960003,0.26936750764277567,0.2688785789653004,0.07345810839591238,0.5656652002858908,0.2464134932730646,0.17960046117952785,0.00832023346300327,6.117985133612634e-07
Healthy,preprocess_Reading78.dat,50000,-0.033526402870784,0.25433117737390626,0.25211173732086184,0.06297552685278347,0.6447925991910181,0.19397343993330968,0.15319335531374936,0.008040046344907134,5.592170156210075e-07
Healthy,preprocess_Reading79.dat,50000,0.006647874227078,0.2530752007446497,0.25298787125118405,0.0646091804226746,0.6544442915745091,0.1933623444292295,0.145881286872527,0.006311535522070654,5.41601663681355e-07
Healthy,preprocess_Reading80.dat,50000,-0.020947072259378002,0.28155040313552393,0.28077010109613965,0.07845880975390788,0.6411123281873449,0.21260993934880779,0.13946642591479916,0.006810645540070714,6.610089776405398e-07
Healthy,preprocess_Reading81.dat,50000,-0.037740219065443996,0.2634742098154649,0.2607572340372859,0.06911476634996358,0.663572606660294,0.20517870592173687,0.12484360929142424,0.006404445641055205,6.324854895432775e-07
Healthy,preprocess_Reading82.dat,50000,1.713448051600011e-05,0.25063941814573093,0.2506394175600481,0.06311984127643844,0.646756803868522,0.20764301965263832,0.1378536774020981,0.007745872466743834,6.266099977899583e-07
Healthy,preprocess_Reading83.dat,50000,-0.0144193984945618,0.25535455605818447,0.25494711264638303,0.06404376691934877,0.6448109370077197,0.21346837237880942,0.1349313121135875,0.006788698606041823,6.798938412826899e-07
Healthy,preprocess_Reading84.dat,50000,-0.012921858293248002,0.23425245156120142,0.23389578157949376,0.05627065273823402,0.6555040016676099,0.20604629701682275,0.13159619947518172,0.006852845499812154,6.563405733858943e-07
Healthy,preprocess_Reading85.dat,50000,0.014116115391899999,0.2744807660911308,0.2741175409203443,0.07536588125481627,0.6210584205525136,0.21711103756624053,0.15456190730024696,0.007268003726652951,6.308543461095338e-07
Healthy,preprocess_Reading86.dat,50000,0.04322197756265401,0.258398965850112,0.25475848603722856,0.06411576854220474,0.6715182871264626,0.1993503002202273,0.12206080712541538,0.0070699254220509995,6.801058438048575e-07
Healthy,preprocess_Reading87.dat,50000,-0.008977366955400001,0.26075665713542084,0.2606020742875764,0.06867986124938555,0.6991291682930819,0.18123388688992942,0.11373375748529727,0.005902697433601976,4.898980892067785e-07
Healthy,preprocess_Reading88.dat,50000,-0.013810073089668,0.2607187188646537,0.2603527073945734,0.06938459054606573,0.7004284330647959,0.1800228606226087,0.11334036879721067,0.006207826245500812,5.112698837292943e-07
Healthy,preprocess_Reading89.dat,50000,0.011252932737940001,0.26498137668358795,0.2647423303779072,0.06907420361504452,0.6672819718057981,0.19389095426463174,0.13144577117465928,0.007380688039263262,6.147156476935744e-07
Healthy,preprocess_Reading90.dat,50000,0.013988956148319999,0.2731785345876652,0.27282012547710727,0.07435757029049991,0.6826918435018351,0.1604528558866599,0.15065632948075552,0.006198370717150711,6.004135988655135e-07
Healthy,preprocess_Reading91.dat,50000,0.029246674512198,0.25793239643147875,0.2562689079050814,0.06656277334637116,0.68166189526286,0.1733384889410793,0.13863680883579957,0.006362179760993412,6.271992674196629e-07
Healthy,preprocess_Reading92.dat,50000,0.012197323454800001,0.2796215219550982,0.27935536658712046,0.07859841836230794,0.6489970093350619,0.20825227703662172,0.13611192609474607,0.006638102222741469,6.853108289221052e-07
Healthy,preprocess_Reading93.dat,50000,-0.004127768792879999,0.26261715566340116,0.26258471389920546,0.0686217316848023,0.7087879227709761,0.15804204951841863,0.12689183658086253,0.006277630538660094,5.605910827093494e-07
Healthy,preprocess_Reading94.dat,50000,-0.018425752332678,0.2377849202982072,0.23706994742522627,0.0578176803922461,0.7087331404519365,0.15964290343942958,0.12491642614935385,0.0067068945616524265,6.353976277133316e-07
Healthy,preprocess_Reading95.dat,50000,-0.027371737455204003,0.24413040644572093,0.24259110317576832,0.05966671125418782,0.7079460235851303,0.15863063287018977,0.12708323865970858,0.006339506974134731,5.979108365984492e-07
Healthy,preprocess_Reading96.dat,50000,-0.011728004417272,0.2740025138269045,0.2737514045550295,0.07485238261974923,0.7474951065907108,0.1336721634842557,0.1126182441689451,0.006213939549504962,5.462065833427844e-07
Healthy,preprocess_Reading97.dat,50000,0.00873034246746,0.26044191711312054,0.26029554992346376,0.06642098500866485,0.7048181587539193,0.164594205404821,0.12490471131708877,0.005682355049814068,5.694743569092461e-07
Healthy,preprocess_Reading98.dat,50000,0.042479524905496,0.23196221252010854,0.22803937818067158,0.05430163414855906,0.7086297248601505,0.15419589684060897,0.13025477223180182,0.006919022040566083,5.840268726573929e-07
Healthy,preprocess_Reading99.dat,50000,-0.0345063209370876,0.25560776039494854,0.25326792333319303,0.06419810156741629,0.6788129496130847,0.18688757426206282,0.12697577797715534,0.007323169129274962,5.290184221844042e-07
Healthy,preprocess_Reading100.dat,50000,0.026242455196005997,0.2773797880704702,0.27613561953378013,0.07604911897356721,0.6969675088071385,0.15900398663047954,0.1366474161601121,0.00738044716445045,6.412378192773675e-07
Healthy,preprocess_Reading101.dat,50000,0.017323780181446,0.26192219662579036,0.26134866314083977,0.06841852708650055,0.6961223145616984,0.1722813940926813,0.12466469090721385,0.006931078680042242,5.217583641929826e-07
Healthy,preprocess_Reading102.dat,50000,0.0364483739298644,0.25825084819169514,0.25566583000001925,0.06797266811900436,0.7177695122518523,0.15870716098441065,0.11704060058332753,0.006482205772208887,5.204082009270643e-07
Healthy,preprocess_Reading103.dat,50000,-0.0170236544834,0.2756398716013045,0.27511367469541287,0.07557415036624611,0.6824197184989802,0.17550165731710082,0.1353362474497358,0.006741712529119701,6.642050636207425e-07
Healthy,preprocess_Reading104.dat,50000,0.08212759404099,0.26887244954520645,0.2560223670335815,0.06886817385876798,0.6947818810219639,0.1685008476763279,0.13005859871406322,0.006658079117753403,5.934698915789604e-07
Healthy,preprocess_Reading105.dat,50000,0.05173542296789399,0.2624618472850035,0.2573123924155026,0.06575567808637776,0.6825779545135823,0.19949343191535884,0.11100644774252075,0.006921584533138234,5.812953999318931e-07
Healthy,preprocess_Reading106.dat,50000,-0.04670969939822,0.27493009696970483,0.2709331323443097,0.07592231819389657,0.6918838524127261,0.18661541768830273,0.1149976779386002,0.006502276379082767,7.755812884558713e-07
Healthy,preprocess_Reading107.dat,50000,-0.01511588252427,0.26563068685178143,0.2652002486666663,0.07160887027101308,0.6802911765975401,0.1843873591662376,0.12768632941446062,0.00763420625713763,9.285646238781368e-07
Healthy,preprocess_Reading108.dat,50000,0.028845171713072,0.27427211058470574,0.2727510709666095,0.07458355987197356,0.6834346648923194,0.19658656542533323,0.11220467002037655,0.007773273317377797,8.263445932808827e-07
Healthy,preprocess_Reading109.dat,50000,0.0254307549416764,0.2435356539483257,0.24220423499009064,0.05765710621895582,0.7022720737225064,0.1697697725369609,0.12111652046881148,0.006840891445551008,7.418261702682897e-07
Healthy,preprocess_Reading110.dat,50000,-0.021119265250480003,0.27139138397435464,0.27056840157489837,0.07239383806007636,0.6863720457393845,0.18535417682850583,0.1204216844927198,0.007851329539889563,7.633995003019154e-07
Healthy,preprocess_Reading111.dat,50000,-0.024160195418573997,0.27030761982140816,0.2692257311083977,0.070400677699249,0.6845801931640558,0.18221838848144245,0.12640064237268386,0.006800037982343998,7.379994738104466e-07
Healthy,preprocess_Reading112.dat,50000,0.025699487330157998,0.28139705362076484,0.2802210522737623,0.07871572021269872,0.6999337905891451,0.17025432513458633,0.12179177941233377,0.008019307668010792,7.97195924164729e-07
Healthy,preprocess_Reading113.dat,50000,-0.021702437935831993,0.24970456206110878,0.24875966815738335,0.06390131419713951,0.7107200065257074,0.16333103845498198,0.11832542014564615,0.007622652883706206,8.819899579796392e-07
Healthy,preprocess_Reading114.dat,50000,0.00228364700254036,0.24119243682222238,0.2411816256198003,0.06135886308752637,0.694920892969892,0.17047699720579262,0.12735216331587315,0.0072490023161169296,9.441923252929863e-07
Healthy,preprocess_Reading115.dat,50000,0.043957534836520006,0.2830273736706132,0.27959297090231194,0.07897628623597587,0.6965297671607995,0.17324431198002793,0.12352848852906863,0.0066966355395049176,7.967905987541011e-07
Healthy,preprocess_Reading116.dat,50000,0.047514570374079995,0.26227082737336394,0.2579309064328575,0.06609290976586642,0.6906334123645782,0.18218617002659934,0.12014406514989157,0.007035483769728315,8.686892026780805e-07
Healthy,preprocess_Reading117.dat,50000,-0.006038380980806,0.2592536390684375,0.2591833083463484,0.06870862266708731,0.6988640573175234,0.19097991656479907,0.10291953405642504,0.007235518467126575,9.735941256992986e-07
Healthy,preprocess_Reading118.dat,50000,-0.01361937978507,0.2535023911575773,0.2531362771648492,0.06432101480678057,0.6534896620480268,0.20772370980094262,0.13059251209506517,0.008193133502876608,9.8255308879254e-07
Healthy,preprocess_Reading119.dat,50000,0.046892234893818,0.2820099977631179,0.27808408286886316,0.07687811867631335,0.6920205043266541,0.18135757856155893,0.11923038541160193,0.007390702315013523,8.293851716416915e-07
Healthy,preprocess_Reading120.dat,50000,0.11225263654238599,0.2765718361666979,0.2527673360026999,0.0645499866205026,0.678221106074823,0.1905409371620659,0.12353436876638847,0.007702704769405704,8.832273171505108e-07
Healthy,preprocess_Reading121.dat,50000,0.06687457201383999,0.2733253390106249,0.2650179853580484,0.06962913579151493,0.6792133544179613,0.1931266336354483,0.12018510450144126,0.007473898300103653,1.0091450455288e-06
Healthy,preprocess_Reading122.dat,50000,-0.017147913869704,0.27110777703951067,0.27056491979046776,0.0714300129486256,0.6796869376213468,0.19580857069987184,0.11664724821639785,0.007856266657140872,9.768052427602833e-07
Healthy,preprocess_Reading123.dat,50000,-0.0008109298393300004,0.2660736462467928,0.26607241048229546,0.07268233669332916,0.6865988354216283,0.19346203374870238,0.11201984905243695,0.007918289571735885,9.922054966283968e-07
Healthy,preprocess_Reading124.dat,50000,0.0732229030446,0.26455048472647413,0.2542151951373748,0.06318439006199074,0.6789726415654865,0.19753633927507405,0.11552058873330126,0.007969695575006316,7.348511316350444e-07
Healthy,preprocess_Reading125.dat,50000,0.015070184849512998,0.21867551760562884,0.2181556131037916,0.04563375859669989,0.7081274744304228,0.17052355401669664,0.11373593667788537,0.007612003611425467,1.0312635698940027e-06
Healthy,preprocess_Reading126.dat,50000,-0.105243457986822,0.2609032628366085,0.23873484686941798,0.0579315103563846,0.6994475835310179,0.18149628531054793,0.11173135020568079,0.0073240531177325655,7.278350209133009e-07
Healthy,preprocess_Reading127.dat,50000,0.042067864250182004,0.28345027307293436,0.280311170135172,0.0783894668450686,0.6968097598242116,0.1682414657671456,0.12755519267169038,0.007392752450349896,8.292866028330673e-07
Healthy,preprocess_Reading128.dat,50000,-0.0042162157018578,0.280592745141435,0.2805610667059165,0.07786877289944558,0.7511323655738857,0.1424083645927397,0.09952874222980647,0.006929731076515555,7.965270524143825e-07
Healthy,preprocess_Reading129.dat,50000,0.071874544758028,0.2532522841101989,0.24283897797276932,0.059258895135480716,0.7142310024583816,0.1742977980384329,0.10503688540116424,0.006433650429449867,6.636725713160135e-07
Healthy,preprocess_Reading130.dat,50000,0.05154220134354,0.25833630224420645,0.2531423444188506,0.06107369341164756,0.6000270062084471,0.256242201420252,0.136864141931872,0.006865968644934703,6.817944940597527e-07
Healthy,preprocess_Reading131.dat,50000,0.071609699136494,0.2375390391607636,0.22648807057988637,0.0513544298960532,0.6189569960795294,0.23878421440372943,0.13550082609069797,0.006757388648246756,5.747777964747785e-07
Healthy,preprocess_Reading132.dat,50000,0.020707462593726005,0.2591785640517079,0.25835001268982877,0.06623991054445062,0.5673442803183351,0.2688457292639595,0.15595702222461147,0.007852306642121765,6.615509722730427e-07
Healthy,preprocess_Reading133.dat,50000,-0.012843527212191999,0.2750639686027604,0.2747639543904004,0.07449139993331488,0.6695592602788991,0.2029621307391298,0.12080928440162264,0.006668737038718657,5.87541629719477e-07
