classe,arquivo,amostras,media,rms,desvio_padrao,potencia_total_welch,fracao_0_500,fracao_500_1000,fracao_1000_2000,fracao_2000_4000,fracao_4000_8000,wavelet_A6,wavelet_D6,wavelet_D5,wavelet_D4,wavelet_D3,wavelet_D2,wavelet_D1
Healthy,preprocess_Reading11.dat,50000,0.020728408355064003,0.2747256956909578,0.27394258697753887,0.07635830889979098,0.6257853157584224,0.21140730985792291,0.15552804273049256,0.007278734454107778,5.971990544351674e-07,0.03411579174618134,0.30549225565916033,0.26791230926638665,0.22615069595873788,0.14808962055061667,0.017841751182589873,0.00039757563632710375
Healthy,preprocess_Reading12.dat,50000,-0.006439929240799999,0.26144065179096704,0.26136132407121593,0.06775854681359852,0.6629847454901354,0.19181962633081576,0.13870637988600862,0.006488703819653697,5.444733865814874e-07,0.04180077778284807,0.3179543096369892,0.28262554987612865,0.21352549284217454,0.1277727766067536,0.01597527358364558,0.00034581967146040136
Healthy,preprocess_Reading13.dat,50000,-0.0021125754579068,0.25411676884036616,0.2541079873416079,0.06400561557708052,0.6227577434173011,0.2023541812655372,0.16782755819485087,0.007059873105642048,6.440166687871518e-07,0.03504047598490964,0.2949585421085193,0.26908917179649094,0.23219933676258328,0.1489112831621877,0.019378086654149432,0.00042310353115962657
Healthy,preprocess_Reading14.dat,50000,-0.035324696742406,0.24131549742995875,0.2387160134970536,0.05692593839770229,0.6468536863042612,0.1900733482300392,0.15629170173512288,0.006780622192803888,6.415377728118641e-07,0.047370362909250556,0.3093270878948128,0.2724292152730079,0.2151995173614543,0.13840241350054178,0.01693685593905888,0.0003345471218737519
Healthy,preprocess_Reading15.dat,50000,-0.017874263377451998,0.26041734870013294,0.25980320670215007,0.06553135093903303,0.6496640585630133,0.2053441173397417,0.13755572430443172,0.0074354705121566,6.292806567132222e-07,0.04791251734892636,0.31147836410776814,0.2699789008760912,0.21824946480645924,0.1345962872344283,0.01739990017273887,0.0003845654535877891
Healthy,preprocess_Reading16.dat,50000,-0.040802236691972,0.2459765982478453,0.24256888581702762,0.058792007327132675,0.7031482819806428,0.17499261654147963,0.1158646054930235,0.005993948537293445,5.474475606751414e-07,0.05141208040319922,0.34880607285742443,0.2798573253425779,0.19435191450074085,0.11002912366307556,0.015214918938308421,0.0003285642946736127
Healthy,preprocess_Reading17.dat,50000,-0.043000734219246,0.25840967501653694,0.2548067836592229,0.06466954936050466,0.6648489819615262,0.17772533130722235,0.1498422874983737,0.007582764842927155,6.343899507328815e-07,0.04129559364188979,0.31622504864289463,0.26795656469127466,0.21741562133353118,0.13829303454614544,0.018412326058758716,0.0004018110855055792
Healthy,preprocess_Reading18.dat,50000,-0.01018479360463,0.24253502974752061,0.2423210899485676,0.05961422954028101,0.6821912724829731,0.1734837809818514,0.13777257891944908,0.006551779876570929,5.877391555178614e-07,0.04942725342017492,0.3564067959311956,0.25917832462140394,0.19053600482888627,0.12838071450106656,0.015729683926414644,0.0003412227708580026
Healthy,preprocess_Reading19.dat,50000,-0.034667075277838,0.2695633898751722,0.2673249241142225,0.07104768890916087,0.6992209402942751,0.1710893085168792,0.12299980860510264,0.006689365261183966,5.773225590304633e-07,0.04581603041983244,0.33851912090539044,0.2809271138559851,0.20304652124319175,0.1159760790674298,0.015369252191730779,0.00034588231643964304
Healthy,preprocess_Reading20.dat,50000,-0.0023796538521919995,0.26562504164114925,0.26561438213019645,0.07064773815359894,0.6519554650963639,0.1884239580691387,0.15219808048146388,0.007421826185514931,6.701675183992936e-07,0.03633756803986825,0.31864092929115506,0.27463190363819734,0.21024635546839826,0.1410556964067724,0.018694458812792754,0.000393088342815943
Healthy,preprocess_Reading21.dat,50000,-0.039082509957444,0.2612123315645302,0.25827202631489987,0.06720108676383148,0.6877020766743273,0.178154050199244,0.12827965251185217,0.005863607499916453,6.131146602833874e-07,0.049001377983592595,0.3397217444200498,0.2812063917874703,0.19991007867971614,0.11475565095965795,0.015081004749861081,0.00032375141965216555
Healthy,preprocess_Reading22.dat,50000,-0.007436463060487,0.26018633028261295,0.2600800366869456,0.06811501892002932,0.6995476914013372,0.17241945644094536,0.12098256344033964,0.00704970257388923,5.86143488395777e-07,0.058126811999031976,0.3778368522580302,0.24464228493891774,0.19069173240521278,0.11182753389068303,0.016502748127770674,0.00037203638035360247
Healthy,preprocess_Reading23.dat,50000,0.043184235592404,0.2801749285464662,0.2768268635488926,0.07816122105680957,0.7119165416508103,0.16412674251152237,0.11660040522289367,0.007355726171227803,5.844435459737063e-07,0.05702621545652202,0.3510715968183264,0.2740637945465564,0.18779124428345834,0.11422130581975928,0.015475794826902459,0.00035004824847513646
Healthy,preprocess_Reading24.dat,50000,-0.0076913911357400005,0.2703702130839689,0.27026079002598175,0.07152512982542467,0.7104488350959813,0.16682764403512787,0.11601866285933576,0.006704296004587916,5.620049672335099e-07,0.05690608863499888,0.399339039225231,0.23476698481915736,0.18446634877507723,0.10854402502937201,0.01563913015778911,0.0003383833583744249
Healthy,preprocess_Reading25.dat,50000,-0.00911738666004,0.26307947350811933,0.262921438155584,0.06806789108545383,0.677435656617317,0.1815090009077987,0.1336343080729564,0.007420425347212512,6.090547156890977e-07,0.03833456898856936,0.32183117937854716,0.295922350154857,0.2049497996370105,0.12160981292047077,0.016991473264913088,0.0003608156556321194
Healthy,preprocess_Reading26.dat,50000,0.025488670408796002,0.23666910440441372,0.23529256822173336,0.05237622125614187,0.6772243585948402,0.18486317135375366,0.13104218417805552,0.006869555016988767,7.308563620030274e-07,0.04174825035015126,0.3093725670403506,0.30166191652852914,0.2074093735020361,0.12215890777350723,0.017285808771457686,0.0003631760339678322
Healthy,preprocess_Reading27.dat,50000,-0.05585472902764001,0.26213776533547695,0.2561180533666584,0.06727621699028286,0.6892408695078986,0.17973834335936123,0.1242656361857414,0.0067545484599835165,6.024870153047457e-07,0.04284248878274483,0.3470048467019282,0.2805327359048037,0.19623164349976518,0.1164209527262615,0.016617188833039795,0.00035014355145676504
Healthy,preprocess_Reading28.dat,50000,0.0196275428927204,0.2524842319274726,0.2517201758540626,0.06238714208989576,0.7007177920146813,0.1600184787043504,0.13297012459402677,0.006293040623956237,5.640629854129895e-07,0.04346869387099348,0.38356243664515427,0.25327626869759295,0.18023490361146866,0.123739900616861,0.01538842397399456,0.00032937258393495126
Healthy,preprocess_Reading29.dat,50000,0.01795238844688,0.2481712195397551,0.24752104144274614,0.0617464695933876,0.7098688913778952,0.17087025366595315,0.11370616636842637,0.005554102182402068,5.864053232318965e-07,0.0428689417477061,0.39712808892804313,0.24967976063768496,0.18718985720674275,0.10786568648203336,0.014955297877789361,0.0003123671200002839
Healthy,preprocess_Reading30.dat,50000,-0.00741187167724092,0.2604629794958009,0.260357500076472,0.06834762627010126,0.7142898469433149,0.1603202980635888,0.11891252050153005,0.0064767156852201515,6.188063459000238e-07,0.06179788243346368,0.3839892281664455,0.248043260149724,0.17657654066011744,0.11326560272819089,0.015989573240988757,0.0003379126210697132
Healthy,preprocess_Reading31.dat,50000,-0.014747894232812,0.24923790828684583,0.2488011948180715,0.06344521681242142,0.6855569276578826,0.18842966769276354,0.11862394113471163,0.007388903242152654,5.602724897208998e-07,0.04990915258621734,0.3750604657760342,0.24857079279268812,0.19148460861883573,0.11802564561864361,0.01659631139185001,0.00035302321573112323
Healthy,preprocess_Reading32.dat,50000,-0.009731037467780439,0.27594808476854404,0.2757764536671473,0.07635715197986269,0.68368883555025,0.1636238081445991,0.1462628548759008,0.006423924639021829,5.767902283457283e-07,0.05112312477777791,0.36841411854183503,0.2546336759465045,0.18038298019417603,0.12893261614587212,0.016173954449366753,0.0003395299444675609
Healthy,preprocess_Reading33.dat,50000,0.066315651130418,0.2467542758016652,0.23767605483420692,0.05784008673137884,0.7097260042131476,0.15969779751865099,0.12377326499953369,0.006802286922490349,6.463461773858929e-07,0.05739302467071185,0.3833497859898414,0.25563924648909886,0.17256633995151746,0.11466261308975698,0.016044709727248252,0.0003442800818252248
Healthy,preprocess_Reading34.dat,50000,0.0008504051701879999,0.2644565781299778,0.2644552108151087,0.07038951553407202,0.7431321372769033,0.15588988264668602,0.09501239745644817,0.0059650013119017025,5.813080607649617e-07,0.06574453158806794,0.3865712890672186,0.2624648035812131,0.1751444042810644,0.09584017192738488,0.013924302892964015,0.00031049666208713664
Healthy,preprocess_Reading35.dat,50000,0.044225834933578005,0.27345453299638756,0.2698545110623506,0.072006892969174,0.7245264757683534,0.1734769925428002,0.09630115414113223,0.005694724541684066,6.530060301050181e-07,0.07318740914675927,0.3982932849367974,0.23263704845724914,0.18476175892222366,0.09722218107921587,0.013595161415937753,0.00030315604181695236
Healthy,preprocess_Reading36.dat,50000,0.027011528123726,0.2652841643730705,0.26390540959885506,0.07161618502005711,0.6973157632313005,0.17341988581744724,0.12288119793720068,0.006382578831202527,5.741828491823298e-07,0.0703730215102207,0.38048788912243353,0.22725240754698933,0.19101960475420945,0.11491893183386817,0.015623051885306084,0.0003250933469726854
Healthy,preprocess_Reading37.dat,50000,0.019278667455588,0.2587836508110783,0.2580645479492426,0.0651954561718679,0.7129116075398534,0.16923143983380828,0.11038459385342198,0.007471718639056393,6.401338599589328e-07,0.05703679879809627,0.3807103798388052,0.2595566368785486,0.180421481921076,0.10629960945268938,0.015602945428924547,0.00037214768186016043
Healthy,preprocess_Reading38.dat,50000,0.009105841267016,0.24056935416480307,0.24039695883702514,0.058020667116923934,0.7183861275513793,0.1385006792867294,0.1373885109285379,0.005724047621802636,6.346115507876121e-07,0.07232800807739044,0.40048768926717837,0.23807438895522598,0.16169650973022012,0.11319701088966456,0.013918177600955818,0.00029821547936461506
Healthy,preprocess_Reading39.dat,50000,0.034809101273768,0.264907807786774,0.26261087771626473,0.06924661420009927,0.6914406047149061,0.18661664212648216,0.11473892617162029,0.007203125390894658,7.01596096604383e-07,0.0472463907409678,0.34915989111402995,0.2847527901636817,0.19325608128690863,0.10965975592119019,0.015581309467221213,0.00034378130600048833
Healthy,preprocess_Reading40.dat,50000,0.010600297044255299,0.2534534539649459,0.25323168646386746,0.06159815447885012,0.6909763469227569,0.18391714813537036,0.11764673896147654,0.007458998240483888,7.677399123219735e-07,0.06697940567232417,0.37374251784647977,0.2600991409758198,0.17756016235354352,0.10654316886395582,0.014750674053284405,0.00032493023459262497
Healthy,preprocess_Reading41.dat,50000,0.03260635865175,0.2682479540735058,0.26625887823713057,0.0704260109630802,0.6941511945709856,0.16419561037145963,0.13516002730283136,0.006492358370119482,8.093846039366877e-07,0.059967341103669435,0.3719938569439464,0.24631976433604505,0.1878263933517162,0.11795533564247444,0.0155863626989938,0.0003509459231546872
Healthy,preprocess_Reading42.dat,50000,-0.004613197151958,0.24594500115008427,0.24590173241104285,0.06087939629176629,0.7283641046547144,0.16019999432514134,0.10548789832107415,0.005947400220342199,6.024787280718106e-07,0.07961128345265388,0.3983347836346866,0.23549403607768946,0.17639543182663253,0.09634663657736094,0.013532149520921034,0.0002856789100556962
Healthy,preprocess_Reading43.dat,50000,-0.037831541925766,0.24069492790237587,0.23770322411244008,0.058562765319917165,0.7016335527550288,0.18044252740597314,0.11118394189356286,0.006739259037088626,7.189083467335673e-07,0.05755502116375878,0.3703192793557561,0.2507835375484214,0.2001021597901431,0.10623924774417885,0.014677903196413086,0.0003228512013286168
Healthy,preprocess_Reading44.dat,50000,0.01433931418266,0.2723169646807115,0.2719391720986272,0.07479090891460394,0.6950864105536373,0.17351087760878042,0.12436687304690046,0.007035024214318088,8.145763638416059e-07,0.0678670958653355,0.3683339019676822,0.24916498976181609,0.18298335554149445,0.11506883208171269,0.016230066999315115,0.00035175778264386753
Healthy,preprocess_Reading45.dat,50000,-0.025081035226490002,0.257115031454782,0.2558888060700606,0.06743926380052544,0.7095800143723693,0.17334323563658643,0.1097212843621991,0.007354479146609157,9.864822363057642e-07,0.056172535130002095,0.3836374455983855,0.2574893631167338,0.18007307473813072,0.1072468003490071,0.015036161718291153,0.00034461934944951804
Healthy,preprocess_Reading46.dat,50000,0.0034554130989700002,0.26404849072605663,0.2640258805023172,0.07209573168735837,0.6961659252686333,0.17310460251146492,0.12397521849632881,0.0067534717894598365,7.819341128448179e-07,0.054305591560402135,0.3590562137933773,0.2645365904348426,0.18610281372446114,0.11956262092116318,0.016082752403493293,0.00035341716226025614
Healthy,preprocess_Reading47.dat,50000,0.044386655664800004,0.2742692634824725,0.27065375240353196,0.07556177414654172,0.6295831721919456,0.19876552933391098,0.1639923252860612,0.007657967299213404,1.0058888686252342e-06,0.043660793951068345,0.3375021561065642,0.24365608078441583,0.2117238467764858,0.1450919861314572,0.017988918629395476,0.00037621762061295787
Healthy,preprocess_Reading48.dat,50000,0.019857854815231998,0.27394556126228,0.2732248819881578,0.07667155588588138,0.6888264292627919,0.18311671707150465,0.12054526962082865,0.007510848120801073,7.359240734635992e-07,0.057260373522102635,0.38147141600027523,0.2503798231706351,0.17634675146963105,0.11734095752385687,0.016832867211602716,0.0003678111018963779
Healthy,preprocess_Reading49.dat,50000,-0.0024960314946599997,0.26872526017954124,0.2687136678424449,0.0738046410140653,0.6429201872227114,0.1895617960727766,0.15932594785738605,0.008191146414581787,9.224325443584621e-07,0.03402465621691283,0.30661881819506415,0.2887371426365582,0.20470480280858916,0.14505542607100988,0.0204302132814623,0.0004289407904035478
Healthy,preprocess_Reading50.dat,50000,0.031832858602398,0.2651440651106948,0.26322622281342734,0.07030591464900132,0.6707878309774267,0.18779638221389988,0.13384112452052266,0.007573772142225493,8.901459254901331e-07,0.06175401269092868,0.3605729501937456,0.2456955264298054,0.18955088095876305,0.12592554069108225,0.016142489775698307,0.0003585992599763946
Healthy,preprocess_Reading51.dat,50000,-0.08826732654894641,0.26057019790532243,0.2451646530401978,0.06002527889759706,0.6791719562387545,0.1657679875286188,0.14747064767109666,0.007588525788048269,8.827734817907615e-07,0.05088436878888131,0.3494193813922283,0.2641606106197994,0.18332242135358331,0.13272243293591723,0.019092573878695434,0.00039821103089495986
Healthy,preprocess_Reading52.dat,50000,0.008615176217046001,0.27455455668082807,0.27441935670239315,0.07638861347115164,0.7176478601708608,0.1664322824198833,0.10902231886750746,0.006896714055256441,8.244864918791877e-07,0.05683482092582265,0.3758242953993916,0.2682765866985406,0.18100686520066747,0.1018324595168371,0.015881091698071614,0.00034388056066891496
Healthy,preprocess_Reading53.dat,50000,0.018232803972846,0.2342191433352112,0.23350839805875934,0.05428573143996927,0.6957665588041981,0.17370635686642943,0.1230333794066487,0.0074929384447117746,7.664780119282994e-07,0.06496983129658902,0.35940121768367067,0.26366306690488966,0.1790003432919679,0.11478432292116902,0.017816923172531952,0.0003642947291818419
Healthy,preprocess_Reading54.dat,50000,-0.004042967757424,0.2698486545957672,0.26981836631122447,0.0706180208665088,0.703985624046202,0.17047604948841993,0.11891341084975067,0.0066241127665813415,8.028490461848428e-07,0.06282876454478974,0.35181836618760376,0.26472793500565056,0.1952135128381098,0.10922387718245442,0.015836049159803686,0.0003514950815881739
Healthy,preprocess_Reading55.dat,50000,0.027640622270586,0.2690636258249536,0.2676401142253631,0.07147021134499632,0.7163239438090309,0.164652167809702,0.11316788372161085,0.005855314800573989,6.898590822686665e-07,0.07348697344536051,0.3853170033429917,0.24447587640268093,0.17365234660379075,0.10666552908021805,0.01609137010223889,0.00031090102271921934
Healthy,preprocess_Reading56.dat,50000,0.008095164999963999,0.2557944581780278,0.2556663316477439,0.06661505971741738,0.7267626022696138,0.16968280750027265,0.09774176704110235,0.005812101743893732,7.214451176225895e-07,0.07312430188678226,0.3808359605085053,0.24868163052060063,0.1819172254441778,0.10029616338094477,0.014837620806358974,0.00030709745263024464
Healthy,preprocess_Reading57.dat,50000,0.00737047276242,0.2766557339281116,0.2765575369548993,0.0776386470472456,0.6726035510022416,0.18584486881996684,0.1348284186688043,0.006722441241833371,7.20267153804867e-07,0.058275308510622605,0.33702667098484,0.2689557830492258,0.19179018851727933,0.12587573273180966,0.017731275432751794,0.00034504077347078624
Healthy,preprocess_Reading58.dat,50000,-0.02004048662898,0.2747724103247608,0.2740406108067788,0.07528504736102383,0.6987958652076085,0.1749906080373618,0.11925688737332552,0.006955931907827733,7.074738764991959e-07,0.0526374014975281,0.3701686696966638,0.26526066395660985,0.18238036198734286,0.11222091211188547,0.016994108902176626,0.00033788184779332854
Healthy,preprocess_Reading59.dat,50000,0.054159254936240006,0.2834714807686985,0.27824962805716374,0.07672401774495444,0.6980064457765047,0.15745940477730724,0.13711885945355642,0.007414519832254266,7.701603772544077e-07,0.045593813167895215,0.33881324741012886,0.2799410423127141,0.18978898854011256,0.12664754609564455,0.018829023493931587,0.0003863389795731069
Healthy,preprocess_Reading60.dat,50000,-0.035337029478276,0.25711543006576526,0.2546755558069029,0.06327133866588104,0.6836041605487684,0.18399853995840323,0.12510267261923355,0.007293897881497096,7.289920977326726e-07,0.056218362277515664,0.36669585752331396,0.25526168352851636,0.184645873866826,0.12035870421311787,0.016471263097402773,0.0003482554933073013
Healthy,preprocess_Reading61.dat,50000,-0.0026877604430419998,0.2583711559332705,0.2583571755575896,0.06744360756350842,0.694869422725573,0.17098940548052524,0.1274377862734976,0.006702661196035196,7.243243690401223e-07,0.060835369647214005,0.36176181120944023,0.25943186985227223,0.1812296838430637,0.11903158368106925,0.01735704847449504,0.00035263329244544165
Healthy,preprocess_Reading62.dat,50000,0.066079760408482,0.26682530568134855,0.25851346002926556,0.067339086526828,0.7192416660361265,0.1488938544301387,0.12468364335487467,0.007180114865788751,7.213130712022963e-07,0.06715979283284612,0.3437605534889826,0.29349603754251674,0.16143414888339755,0.11579156162922914,0.017994866954649573,0.00036303866837837087
Healthy,preprocess_Reading63.dat,50000,-0.01348172775924,0.27984836978667554,0.27952343924774115,0.07703298206628774,0.6974598587364393,0.1679089934745976,0.12611299920724683,0.00851722752822779,9.210534885094279e-07,0.06048444279125505,0.36612073913621523,0.25469425010337016,0.17444357134320848,0.12409287076085918,0.019762269420155933,0.00040185644493598706
Healthy,preprocess_Reading64.dat,50000,0.029512632307646,0.26781560538853083,0.2661845281452304,0.07223721461629548,0.7114623514470924,0.15305103244953794,0.1285808574587103,0.0069050424605851726,7.161840743183361e-07,0.05456427005838994,0.36041675680815627,0.27605027185485825,0.17150050470297026,0.11872351465961031,0.018384063321556177,0.0003606185944587921
Healthy,preprocess_Reading65.dat,50000,0.0325136942523,0.2555575237725411,0.2534807835770216,0.06108991476511759,0.7018817083628055,0.15665435307804892,0.1341523803735444,0.007310696528950792,8.616566503038452e-07,0.05520348985749194,0.3896627347102055,0.2422935161967953,0.16853300420446815,0.12208259104429485,0.021790396490060707,0.0004342674966835873
Healthy,preprocess_Reading66.dat,50000,0.008234047372432001,0.27593948346479813,0.2758166039213161,0.07698913611764817,0.6705220897691345,0.17839392794632047,0.14310943408135807,0.007973601057618459,9.471455683289996e-07,0.05118230390420066,0.328884608912337,0.27547990477005196,0.19160078982052417,0.1333880826869717,0.019078074881331526,0.0003862350245828776
Healthy,preprocess_Reading67.dat,50000,-0.0199188561947606,0.2648632031192795,0.2641131491132109,0.07140131584776827,0.7015088063385055,0.16019660480559372,0.13020176535196168,0.008091943157514513,8.803464245428629e-07,0.06781134549261099,0.3576550522085408,0.2500724270586607,0.1790387266245464,0.12533571559262197,0.019690528737067062,0.0003962042859518818
Healthy,preprocess_Reading68.dat,50000,0.0031504882779240006,0.2625904507387513,0.26257155071102284,0.06997586535997717,0.7231964547658859,0.14812502361508456,0.12104959848538328,0.007628272997527331,6.501361189483443e-07,0.06978729727556959,0.37732057958801335,0.25089962190309256,0.16402720526582648,0.11610410317167369,0.02143948751804461,0.00042170527777972633
Healthy,preprocess_Reading69.dat,50000,-0.01052638008564,0.24878151011584698,0.2485587155941508,0.06303869459253224,0.6972868725608594,0.16875296540712525,0.12613605238821315,0.007823349388931667,7.602548704982339e-07,0.058736866886030144,0.3484938171611697,0.27436249888722786,0.17873142910095483,0.11793934900210205,0.02131945715753086,0.0004165818049845424
Healthy,preprocess_Reading70.dat,50000,-0.03790485485814,0.26373098818189555,0.2609928276899242,0.06970643033550473,0.7329443316397625,0.15161399966415373,0.1076421219409068,0.007798888123888711,6.586312886126593e-07,0.06522917747477806,0.3860013172188794,0.26512688179238547,0.15969977623663875,0.10521378962523667,0.018355189846120775,0.0003738678059608294
Healthy,preprocess_Reading71.dat,50000,0.0017410534350280002,0.25206481832220534,0.252058805378314,0.06506527276247798,0.6791115847631435,0.18125309232180417,0.13118754949283548,0.008446898955603924,8.74466612757014e-07,0.060411750513073126,0.35467770513820124,0.25270060813635714,0.1867471674082262,0.12294156999100099,0.02208425676326494,0.0004369420498762438
Healthy,preprocess_Reading72.dat,50000,0.05405210541948201,0.26480432266376197,0.25922904775725847,0.06740846902569424,0.7114212700461613,0.16388442342347004,0.11659927891606675,0.008094278653144459,7.489611574625224e-07,0.05674284423975506,0.3757203497890789,0.2677158114742982,0.16691020521215047,0.11176165237604294,0.020717647158607935,0.0004314897500665806
Healthy,preprocess_Reading73.dat,50000,-0.017005996544451278,0.2526574910383434,0.2520845172939439,0.06559195145045896,0.7223812050105318,0.1497979214036271,0.12037418564989652,0.007445907032870664,7.809030739684105e-07,0.05969006940986341,0.3890997724043288,0.2516214226667224,0.1667815384615471,0.11348087854395922,0.01894205105872758,0.00038426745485134147
Healthy,preprocess_Reading74.dat,50000,0.0513403918336328,0.260028283634526,0.2549095377899512,0.06484585274848297,0.7058092256834559,0.16927511551634977,0.11652486739482691,0.0083900499200184,7.414853490620936e-07,0.049445176174242204,0.36497557143141746,0.2696865778569239,0.18269742313548765,0.11236288969760648,0.02041162909963738,0.00042073260468494437
Healthy,preprocess_Reading75.dat,50000,-0.025106145183978003,0.26034260013459476,0.2591292166445971,0.06937331170062255,0.7344407384199833,0.13724028940185926,0.12043006014283664,0.007888146149891717,7.658854291694517e-07,0.05474420410974053,0.3832898394508616,0.2721020177796849,0.155394706538107,0.11228069610407694,0.021772309458278877,0.00041622655925023034
Healthy,preprocess_Reading76.dat,50000,-0.034360163857774004,0.2714818175166784,0.26929863791305364,0.07174597947031675,0.5263717286276993,0.24387109391158296,0.22039741847615077,0.009359259270898652,4.997136681479078e-07,0.055894601327468936,0.28160115313488127,0.17517931474038212,0.22437183330910676,0.21264131881555173,0.049442866928188875,0.000868911744420433
Healthy,preprocess_Reading77.dat,50000,0.016222328663960003,0.26936750764277567,0.2688785789653004,0.07345810839591238,0.5656652002858908,0.2464134932730646,0.17960046117952785,0.00832023346300327,6.117985133612634e-07,0.054125057893909756,0.2739665556171263,0.20215150097500434,0.2477628822961544,0.18817584150656685,0.03320865194354065,0.0006095097676977268
Healthy,preprocess_Reading78.dat,50000,-0.033526402870784,0.25433117737390626,0.25211173732086184,0.06297552685278347,0.6447925991910181,0.19397343993330968,0.15319335531374936,0.008040046344907134,5.592170156210075e-07,0.06688551985371792,0.36130821633253224,0.19431778938309874,0.1989353673936154,0.15278411675203946,0.025280717734053108,0.00048827255094297103
Healthy,preprocess_Reading79.dat,50000,0.006647874227078,0.2530752007446497,0.25298787125118405,0.0646091804226746,0.6544442915745091,0.1933623444292295,0.145881286872527,0.006311535522070654,5.41601663681355e-07,0.06461147521473154,0.35063786033952554,0.21663290630203222,0.2008457862647271,0.1440591913703858,0.02276115860844296,0.00045162190015498953
Healthy,preprocess_Reading80.dat,50000,-0.020947072259378002,0.28155040313552393,0.28077010109613965,0.07845880975390788,0.6411123281873449,0.21260993934880779,0.13946642591479916,0.006810645540070714,6.610089776405398e-07,0.05940489213434076,0.33214588608913903,0.23959577230895535,0.20888617775728804,0.14030646858959572,0.019275143943642468,0.0003856591770385921
Healthy,preprocess_Reading81.dat,50000,-0.037740219065443996,0.2634742098154649,0.2607572340372859,0.06911476634996358,0.663572606660294,0.20517870592173687,0.12484360929142424,0.006404445641055205,6.324854895432775e-07,0.05861611096027068,0.3339786023496628,0.2413897109873829,0.2236891435079721,0.1252023365370608,0.01676170738373219,0.0003623882739184684
