classe,arquivo,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
Healthy,preprocess_Reading13.dat,-4.131279250051616,-1.162025821224919,-1.6234289740874472,0.4016239103552477,0.2500674487113707,-0.19705473041030938,-0.44663335480632876,0.21170646048953554,-0.25371274346489747,-0.2316283056748185,0.04588029236806524,-1.6080507919187324e-06
Healthy,preprocess_Reading14.dat,-3.1465562213939213,-0.8281188671029237,-1.134934956681058,1.1085834482661776,0.01680474418369068,-0.5442645419016277,-0.7936736847902928,-0.01920639317863337,-0.12169897928263451,0.11474841349144779,-0.02482048873795046,2.5592759462243475e-07
Healthy,preprocess_Reading15.dat,-3.3098557174700525,-1.2988215698323082,-2.0309798637904257,0.9361345647246582,0.11386873134008846,-0.4028716302466159,-0.348789515323104,-0.014577999239184488,0.017046414402945728,-0.11252910312110101,-0.0037724256112806544,-1.1462879483959232e-06
Healthy,preprocess_Reading16.dat,-1.68111722364032,-1.0231080936982786,-1.2624898751859313,1.410259572882144,0.11644783242424907,-0.5294592120418262,-0.1979871421020002,0.007559527723218235,-0.045111164976234526,-0.05455580909579042,0.021876276657769374,-1.0634961318157147e-06
Healthy,preprocess_Reading17.dat,-3.350555753836108,-1.553489375185169,-1.5013876469883007,1.2875388617271013,0.5636527186926611,-0.426315816447611,-0.605385458874303,0.3051634243644063,-0.07533397283427508,-0.11741949986018313,0.051121411567927315,-9.707504114151688e-07
Healthy,preprocess_Reading18.dat,-2.199866338985877,-1.264109371336125,-1.2377040656797789,0.6411541425065822,0.14251877962877316,-0.589157116273997,-0.656120019723235,-0.08687797296957903,-0.07777114154975892,-0.09399984289600065,0.027544676343786722,-1.084659022934435e-06
Healthy,preprocess_Reading19.dat,-2.0153160243131176,-1.4156087752978004,-1.8952727724875869,1.3923997292812305,0.2800181429847493,-0.07278501698794483,-0.48113879152688,0.15662319929905605,-0.05784524135514346,-0.0913629554934684,0.04221016122576544,-1.1274125925010472e-06
Healthy,preprocess_Reading20.dat,-3.3752041236082024,-1.5285984216636195,-1.9029123247106638,0.5275296996785349,0.4459086281225986,-0.08808820947613696,-0.5793091902478676,0.025389830474494182,-0.07752938954476123,-0.0414961688624778,0.06175094122641351,-6.213568706656444e-07
Healthy,preprocess_Reading21.dat,-1.9489566916451095,-1.0939658825186334,-1.4927885825857734,1.4022841564168311,-0.029254555230679942,-0.03237386753407298,-0.41342616948591515,-0.012394052857012424,-0.1657352708120947,-0.04429793137231158,0.008328962612898947,-4.828070116701456e-07
Healthy,preprocess_Reading22.dat,-1.9613872922183575,-1.8910152922618018,-1.8269659061661307,0.7168975385158836,0.2502886540648442,-0.5006269842747655,-0.2556960378578353,0.14196959419951605,-0.10918258362230675,-0.07881064613691756,0.010593571348742076,-1.5756870250243042e-06
Healthy,preprocess_Reading23.dat,-1.645298931799857,-1.6772526504231988,-2.624163106828811,-0.05412703043350102,0.545360854508832,-0.07983627702406547,-0.5611308596690445,0.07339143785382385,0.03785496508623222,-0.035526417543640845,-0.022096258491827867,-1.1851294360401093e-06
Healthy,preprocess_Reading24.dat,-1.494495646924538,-2.0550821162966173,-1.9088996540638052,0.7677714950162392,0.0019373057151535397,-0.21415091467204184,-0.4010851978448261,0.10806646955416953,-0.05085592541271723,0.01773950440934329,0.04590289670397427,-1.1321480520737772e-06
Healthy,preprocess_Reading25.dat,-2.583870672459131,-1.289803755956486,-2.0965694686596232,0.8615149396016953,0.5246035694654676,-0.26402152483467123,-0.47743179758847787,0.00514797464553378,-0.1092836113869897,0.09731168965518584,0.03923675159401022,-8.718197856150938e-07
Healthy,preprocess_Reading26.dat,-2.515239607651237,-0.6327551470193676,-1.7033425566437492,0.09038382937385246,0.5491170949303449,-0.751811293785154,-0.2093300098868446,0.036597752840060865,-0.07044286866551844,0.02066218179150329,0.01610849750089011,3.593940117684529e-07
Healthy,preprocess_Reading27.dat,-2.2300509809617344,-1.4464797625296952,-1.5039983699557549,1.694234325131854,0.2750405335942472,-0.3528291822449733,-0.28644626265979317,-0.0419343183374247,-0.05430035118181986,0.04362029543846366,0.06163744076211535,-6.930068180220071e-07
Healthy,preprocess_Reading28.dat,-1.6401139026951066,-1.4939372239996551,-1.4325849111182567,0.08718040054680277,0.1713223880051551,-0.33123060219488754,-0.7200976492341112,-0.04821611648473199,-0.08134190537728397,-0.07225837706624434,0.09534486528328788,-1.1901688902928304e-06
Healthy,preprocess_Reading29.dat,-1.1861121652463535,-1.253532921640144,-1.4617419591891194,0.21198392826160375,-0.22232610103380313,-0.40909553206720145,-0.21917234803477983,0.0433609009976527,-0.06475472318912763,-0.026431643638611075,0.1318033604248616,-6.292155190190229e-07
Healthy,preprocess_Reading30.dat,-1.4705145190576316,-1.828895791957598,-1.5713573541012478,0.6934523893819269,0.24243786338127513,-0.2720705661799058,-0.4332534925688124,0.016005567778203278,0.009521150536052677,-0.008038997472811005,1.6309224268316496e-05,-3.284543815468858e-07
Healthy,preprocess_Reading31.dat,-2.199997438473312,-1.6514166412835627,-1.7355078726151272,0.8420221225499868,0.08082794564013442,-0.8745258505253358,-0.2649127368407301,-0.11329963769429599,0.063785752395637,0.07284195069456094,0.056269269824026906,-1.3042908483072809e-06
Healthy,preprocess_Reading32.dat,-2.11961230405418,-1.9002372540153465,-1.6279414578747404,0.6731633113979588,0.1721398517982118,0.32380733981104115,-0.8826500078771985,-0.1327628901598915,-0.1777474753372608,-0.030074203717637266,0.013370049282999107,-1.0643853787443703e-06
Healthy,preprocess_Reading33.dat,-1.426052635737205,-1.3623711317647897,-1.6304382849818058,-0.8088572202310476,0.47789055051793267,-0.8773763602712182,-0.4468448441277586,-0.05827613900463593,-0.07786399202740824,0.007549457793340614,0.0008374252096227296,-5.826917965691953e-07
Healthy,preprocess_Reading34.dat,-0.5832440739191688,-1.5714258026686116,-1.9156852980231214,0.7612179181387333,0.15130789152635601,-0.18477697270216265,-0.21954299533553354,0.0749072546440965,0.06422962190514667,-0.055925200634698885,-0.01074497303647285,-5.404220065606663e-07
Healthy,preprocess_Reading35.dat,-0.7059863084263301,-1.5471703542687607,-2.2841392972933585,-0.08661488202482641,-0.4257350660129239,-0.09899891527536288,-0.1487761301858656,0.1000650466381414,0.04996015212250301,-0.0818442259203742,-0.039581621112411515,6.750800812865783e-08
Healthy,preprocess_Reading36.dat,-1.6558823444415787,-1.674430587167871,-1.9120231335542677,0.04750183193027359,-0.20832177049283662,-0.21708808073315178,-0.4812225323116043,0.12666232251666118,-0.0075776584492080286,0.02662390274741942,-0.05477908830905083,-5.269246917035747e-07
Healthy,preprocess_Reading37.dat,-1.5871924980560925,-1.8245153645033847,-2.164619922608373,0.30127495572989327,0.5023213270654162,-0.7276267273693474,-0.23106750864941686,-0.0017779560970116398,-0.0737524050525061,-0.10677019914180079,0.007907375593292043,-1.5310247636286242e-06
Healthy,preprocess_Reading38.dat,-0.9244703118244549,-1.4935198374134133,-0.840444684104568,0.2047109649694292,0.13191449184404241,-0.4634911274918768,-0.9593565312098826,-0.05574745437173192,-0.2876036437993399,-0.02497481251152498,-0.08427059231898955,-1.2984152151840387e-07
Healthy,preprocess_Reading39.dat,-1.870645448016981,-1.2714155490222816,-2.477889564023188,0.10442391908004293,0.2782433828076564,-0.43002233251348815,-0.24835164845174634,-0.14437012763016474,-0.055645336641792026,0.06703980191672745,0.01443343184581732,-2.1970484512271457e-07
Healthy,preprocess_Reading40.dat,-1.6681008432515343,-1.5265979961032692,-2.0808672701842608,0.47783646412920455,0.10713916523630783,-0.8169996306297939,-0.4500862430351168,-0.33892773482183464,-0.12239234937087468,0.16823743910499986,-0.09795772355777303,5.586915501190262e-07
Healthy,preprocess_Reading41.dat,-1.8234664751928475,-1.6887445059836252,-1.9094219824588081,-0.0844765076849264,0.1576549589605953,-0.07391737770162715,-0.6232625666808363,0.1041902954434335,-0.22989087200519512,-0.12199360615665622,-0.027986787447025846,6.649357843319733e-07
Healthy,preprocess_Reading42.dat,-0.6723011634208096,-1.419276547468691,-1.431940603065283,0.7248961477962428,-0.218862888912475,-0.662434532941513,-0.40353281364174265,0.053319454992342315,-0.04297460229327552,0.09633584107211132,-0.09716675979670507,1.6143154615920636e-07
Healthy,preprocess_Reading43.dat,-1.6794694021501346,-1.2292399121834474,-1.4311655569523467,1.3641102213240166,-0.1255253411316626,-1.0315119316288144,-0.2656822604294423,0.11355047190701929,-0.01712864225355356,0.038812686725487565,0.013063101121156285,6.066632691019055e-07
Healthy,preprocess_Reading44.dat,-1.8912120315439598,-1.8979874873023916,-2.137699186966842,0.3452657695453983,0.21425542675059694,-0.14417150176901333,-0.4565662957298082,-0.05059205656070941,-0.06035746604129659,0.01570454665657315,-0.07574485585044079,1.1125167390585738e-06
Healthy,preprocess_Reading45.dat,-1.5792064689828775,-1.802507870223898,-1.8583584685663206,1.158364880623618,0.25872075965419106,-0.7581677954114079,-0.34522235143281915,-0.12020772902700493,-0.008309516363577922,0.002098260319776511,0.018086833666810093,2.483225851322211e-06
Healthy,preprocess_Reading46.dat,-1.9446267895462988,-1.6235572535407992,-1.8908507361108888,0.5373465161061438,0.2887782952757828,-0.198977382689769,-0.42710049035231024,-0.06498523653975098,-0.010193290770624207,-0.08421615634116117,0.006691600590581429,6.818816061487575e-07
Healthy,preprocess_Reading47.dat,-3.5141792396162703,-1.6381538230911927,-2.2561886643056375,-0.4206985557902416,-0.011625502273633851,-0.10101503575527197,-0.8668786791406747,-0.06671864437100086,-0.19583522966590128,0.039820745338018944,0.011716432650540379,2.4896407503152136e-06
Healthy,preprocess_Reading48.dat,-2.056335656946986,-2.1074280796506555,-2.312032449977853,0.22988263258436667,0.27849985968209684,-0.29706055719848934,-0.3238125388724712,-0.2636486971259273,-0.0011736634283341526,0.02393175774370122,-0.002257322263850554,-1.5107231552538348e-07
Healthy,preprocess_Reading49.dat,-3.8476855035504363,-1.7665588865514346,-2.031096086582504,0.4953011052287514,0.9055515965680404,-0.12542605734085702,-0.5279598248070496,-0.08789383393428922,-0.12408165762141769,0.009355397958141132,0.04296267146109368,1.3228455960977187e-06
Healthy,preprocess_Reading50.dat,-2.418935010200759,-1.7162675774587284,-2.2161997173936423,-0.04873425521404148,0.10863675149730768,-0.4857414674720805,-0.6074246621000422,-0.18945489165173598,-0.05707657532013033,-0.011051468577892694,-0.06008999827203048,1.366295159480785e-06
Healthy,preprocess_Reading51.dat,-2.95666098240631,-2.0079470814593265,-0.7727332723044253,2.01311517003054,0.8128393264310155,-0.6721397694407034,-0.5474163237746869,-0.059654805944383854,-0.10036223047435974,0.020917256282621793,0.010915698803072967,1.6361318881782263e-06
Healthy,preprocess_Reading52.dat,-1.3682264076091428,-1.8472013977403903,-2.2872943349270622,0.5902243701225905,0.3745726897719778,-0.1088889258330637,-0.23446871393135324,0.019632927558295186,-0.05670201081433531,0.0768037508988446,0.0033733245467279715,1.3391161159314994e-06
Healthy,preprocess_Reading53.dat,-2.050843147068739,-1.4307569484258404,-1.5100782983995624,0.12001843498636021,0.6302915840395178,-1.1369940798268594,-0.2091271275198605,-0.10573872903442662,-0.006157057061855722,0.17086044692931207,-0.07066842102324657,9.181898361968244e-07
Healthy,preprocess_Reading54.dat,-1.7854299630256858,-1.6040052361610357,-2.0636127570231255,0.7815458045385967,0.24696507781015034,-0.07097887763344432,-0.3089022004210568,0.16978557923609613,-0.09090648582120005,-0.05475429225181405,-0.049321842543384405,1.0531723707987731e-06
Healthy,preprocess_Reading55.dat,-1.1166661435507335,-1.6898755054789603,-1.830297369876122,0.06917802778507595,-0.011114730990930244,0.05510169014679253,-0.2844991903354026,-0.02544181882939726,0.04455721077996777,0.14150589778640923,-0.07172270036513599,1.224172516545687e-06
Healthy,preprocess_Reading56.dat,-0.9057977662828423,-1.3940666792452305,-1.7557096108592716,0.5348097561050136,-0.116030035217453,-0.3536008946569037,-0.0844433422132721,0.06246743745708823,0.1409990204060517,0.02373488194804189,-0.05203076350113292,1.3375428127288998e-06
Healthy,preprocess_Reading57.dat,-2.4603239672809694,-1.610857782774398,-2.088850670436476,0.4550239486793177,0.16757169250656548,0.25356768391990253,-0.4438289991988225,-0.16362235786050625,0.013350801697077886,0.15176391682573376,-0.05464738064051953,1.0103549447962683e-06
Healthy,preprocess_Reading58.dat,-1.8603839020835133,-1.9069928243438032,-1.9937848940431164,1.0460983101076835,0.2534402862296159,-0.03483431360173038,-0.3391450554048786,-0.12121454926303875,0.012790235761311412,0.20951243107595885,0.02178640100198261,8.228708350655311e-07
Healthy,preprocess_Reading59.dat,-2.3267397613140792,-1.842233752673443,-2.367676418129635,-0.4600603124248359,0.958547031070796,0.19317559032111598,-0.5527478233059492,0.19303468995989245,-0.024617827326177965,0.05704641497343927,0.032248922235026574,8.351098700066573e-07
Healthy,preprocess_Reading60.dat,-2.2387259631061576,-1.7411957091212573,-1.609967824454445,1.2307140251611943,0.15939118176821535,-0.6234066245900212,-0.4262993243739107,-0.22877777441903469,0.017633334409843722,0.07981490081532301,-0.004801473333711485,4.253767669328537e-07
Healthy,preprocess_Reading61.dat,-2.0078184483759003,-1.6864083463386712,-1.6002314816490655,0.5630793730057946,0.35267128524679797,-0.2723253721752645,-0.3541174471741203,-0.072966005680288,-0.010774007496147408,0.06830750019844214,-0.031649374877267454,7.170745549748875e-07
Healthy,preprocess_Reading62.dat,-1.5569461303679195,-1.56486117661485,-2.020874962552908,-0.7030605162264274,1.1976220724337585,-0.2507429888302065,-0.42424744755837135,-0.1457779245670464,0.014135772793968033,0.13673329536458292,-0.11340223054295007,6.805996605001055e-07
Healthy,preprocess_Reading63.dat,-2.532271156135326,-2.6412431496831816,-2.2010134971408926,0.8079314604241592,0.9477458587257223,-0.26164377812639267,-0.3966228332728526,-0.06730227330539279,0.1488468916685144,0.1947325759602559,-0.020509063891232013,2.326503898873547e-06
Healthy,preprocess_Reading64.dat,-1.7836066231218546,-1.8287058893078563,-1.8278555426432066,-0.042990834978971965,0.8592206054587223,-0.020575042987513958,-0.43293052799714876,-0.01675363087399298,0.002963133020914869,0.15174307244760984,-0.0009646580419848476,8.58616626758346e-07
Healthy,preprocess_Reading65.dat,-2.381981577215565,-2.4111158639520047,-1.400021693516378,-0.384968573969989,1.0741545866058078,-0.4977315591365978,0.043013997605763105,0.13723024595308317,-0.0651196647735367,0.058128584719711864,0.04702620797293187,1.2795818622670386e-06
Healthy,preprocess_Reading66.dat,-2.9578753184138877,-1.9240413817135342,-2.2241191188463874,0.39496547718662195,0.7419753725424072,-0.027060259698970992,-0.6009523208533778,-0.09362885115510122,0.009435898022604817,0.1489622999642641,-0.02744245656265455,2.55578516176364e-06
Healthy,preprocess_Reading67.dat,-2.4853436294373363,-2.3493415174403225,-1.7094990224287179,0.8407448714021827,0.9394261801876597,-0.46514123652878564,-0.43484843926679273,0.10897201123646041,0.13417736894234025,0.15243659951259156,-0.061186961517191406,2.292294852535872e-06
Healthy,preprocess_Reading68.dat,-2.068275852185411,-2.574423952364804,-1.5685343345885594,0.32284137053829015,1.2751273084861212,-0.38730840563347785,0.012560279030477376,0.17934945955326548,0.1185725234003358,0.14124988295013827,-0.03973356955007607,-1.9332656016519195e-08
Healthy,preprocess_Reading69.dat,-2.587586896318503,-1.9825412931770066,-1.505462053892197,0.6219553560133382,1.1631829805737843,-0.726448031535133,0.09339575566749066,0.03744409768850277,0.04121611571501119,0.2259292351708332,-0.027649666202019228,9.273511290583182e-07
Healthy,preprocess_Reading70.dat,-1.5174156387913844,-2.3875747807701764,-1.6437061938332092,1.3125185170181652,1.0251322293412728,-0.6188184710124832,-0.16977654015087876,-0.06600347047763788,0.11445686547611886,0.21833005468529992,-0.02334770655731272,1.404747631567896e-07
Healthy,preprocess_Reading71.dat,-3.080089192737482,-2.240735659868555,-1.7688044639270417,0.34424190808202754,1.01236529836538,-0.8769849381721546,0.1024696234722295,0.07707605098492272,0.039210628519539124,0.2354076435719113,-0.03021686478043076,1.6479695884025068e-06
Healthy,preprocess_Reading72.dat,-2.1169736052987767,-2.2726741388774263,-2.1694382492064834,-0.5518503665168689,1.2883058238481377,-0.6782232461335617,0.16983169285326577,-0.004775403241032663,0.010816541439834551,0.10943027305718983,0.00646099701914042,-1.5922396018113719e-07
Healthy,preprocess_Reading73.dat,-1.7773738801006325,-2.259170291565515,-1.3489074304278592,0.754502970676731,0.9310108270152522,-0.6702736251529934,-0.23834364969063898,0.08359644307475309,0.03784437791088676,0.12831203419234416,0.020733366479929672,1.147580729976612e-06
Healthy,preprocess_Reading74.dat,-2.2958296398769753,-2.0316222597876457,-2.283533927624009,-0.44277676664812254,1.1734325592223656,-0.8747689073087453,0.09508274015692429,0.14208093303648903,0.043047062541486256,0.1903167898169883,0.044474798500414754,9.235172041030579e-08
Healthy,preprocess_Reading75.dat,-1.9066512284178214,-2.6366120428871507,-1.3390604816730967,0.8782180686336633,1.612159766902,-0.4786701438352213,-0.043647121012918344,0.09969354656620419,0.07820624737142876,0.29084051641575603,0.043447639026936775,1.314622209358598e-06
Healthy,preprocess_Reading76.dat,-9.822810579921503,-4.832614792021799,-0.19709773864575555,-0.4343738537740558,2.5801845640309296,0.2187784206172219,2.4766839316664937,0.7817821639261224,0.3018179814467108,-0.041531456632970566,0.06361723727175046,-3.490566123742645e-06
Healthy,preprocess_Reading77.dat,-7.041770472193914,-2.698922521398087,-1.5942837945254245,-0.5286904530193032,0.7749716029477014,0.014884378627924976,0.9661587048137174,0.5421224562992479,0.44626900381298484,-0.11288269434394793,0.029775234972021492,-1.115668346930175e-06
Healthy,preprocess_Reading78.dat,-4.326662310922117,-2.8165329219659125,-0.9888728618383982,0.6274636106704254,0.6181893421704452,-0.6768170126477819,0.1466264358968841,0.2658583153747949,0.23130281743456135,-0.019010298869665158,0.001396350223895715,-1.3745520897108717e-06
Healthy,preprocess_Reading79.dat,-3.566219552041441,-2.0489714574492925,-1.089705058740348,-0.022791507307199015,0.2714784211124725,-0.1807101923135369,0.2728060574375382,0.23501122323512308,0.11175186644766588,-0.22984646556322638,-0.0024573220143277908,-1.6774710172607003e-06
Healthy,preprocess_Reading80.dat,-3.4418137202726897,-1.8918732017896558,-2.0166766771231504,0.8858157582913129,-0.23142614025210362,0.2748742221909276,-0.18793975854595588,-0.12038959873069954,0.15167160919598863,-0.042971078438653935,-0.029783889288437438,-7.227505096780114e-08
Healthy,preprocess_Reading81.dat,-2.8241526708322655,-1.3511498179444061,-1.7672078095357828,1.3197920030205654,-0.42000377502394426,-0.2577238675276014,-0.10382678448242579,0.21913895636409128,0.08130170781532818,-0.1535388260379039,-0.004847154418761013,-4.261789012945187e-07
Healthy,preprocess_Reading82.dat,-3.544361268011106,-1.5395517206848104,-1.8246346062548329,0.42502902640983703,0.32950691175339375,-0.6917367541552305,-0.11893259206177503,-0.10593849714857163,0.14248786502230049,-0.04815083290072098,-0.030955647458821307,-1.0372452125618208e-06
Healthy,preprocess_Reading83.dat,-3.418070155026211,-0.7967354185901485,-2.020840078968128,0.9220104735235658,0.0015319694557666848,-0.3135552005960541,-0.049537419511480184,0.16943301212440803,-0.03793292761692157,-0.173974434363332,0.015259589010916844,-6.309668941886579e-07
Healthy,preprocess_Reading84.dat,-3.035087538068173,-0.5249082285706784,-1.6625634088168135,0.8528480843577575,-0.051132548553656926,-0.9070782543373904,-0.24022278331234723,0.15049706541638916,-0.013600638235037345,-0.19653946410542916,0.016400814654229646,-8.09628551545348e-07
Healthy,preprocess_Reading85.dat,-3.980517980797264,-1.3613787139568223,-2.2911521799371015,0.2334278421673852,-0.11335393331323924,0.11581660215058363,-0.5405255055917554,-0.05769489491385371,0.07467456420619523,-0.20657112757791646,-0.004018768769332727,-1.177403780973693e-06
Healthy,preprocess_Reading86.dat,-2.659885565257484,-0.7784626552590764,-2.459763277101754,-0.09583371539620542,0.20803146846482537,-0.47943173424327473,-0.16210886758999216,0.16071945773388902,0.06479408652551918,-0.15378242406489961,-0.022704204494290916,-5.195542243690052e-07
Healthy,preprocess_Reading87.dat,-1.5492297515169444,-1.1886012310325826,-1.8370129229828753,0.8854252505617369,-0.21485794199404237,-0.15338601579606065,-0.2725880086175373,0.008445256983469285,-0.042004441890272345,-0.05409560261591363,0.04321251663168267,-1.657827578264944e-06
Healthy,preprocess_Reading88.dat,-1.5328730243169695,-1.2857392342149563,-1.8829685828926803,0.9906757729855671,-0.31011666848742786,-0.29741756596009,-0.4043589292407878,0.09200400537338707,-0.016758076014699398,-0.02017041345857552,-0.001077393595821872,-1.265454959160531e-06
Healthy,preprocess_Reading89.dat,-2.848220923149031,-1.3800036949842185,-2.2572447641445157,0.42313262983054717,0.3428543516411756,-0.2785461508146283,-0.3247025414439559,-0.026114364525966306,0.0005680796718900829,-0.10719016649893859,0.04846441342883426,-1.4348824793914905e-06
Healthy,preprocess_Reading90.dat,-2.2381739465610524,-1.551969343986588,-1.6702819487550962,0.21421516929854748,0.2191475481460461,0.41534372232689926,-0.9623425850294441,0.06425854758291728,-0.1272162365127422,-0.05902890425113646,0.0383730990106082,-4.838877723975402e-07
Healthy,preprocess_Reading91.dat,-2.260489271400042,-1.4619095082828806,-1.639367121886379,-0.11087096924999716,0.32632764213788246,-0.17037043229076765,-0.383338571442578,-0.01612197748398188,-0.17292089706666627,-0.15373626365780338,0.0040601639117726586,-1.2063219452370238e-06
Healthy,preprocess_Reading92.dat,-3.038940056881789,-1.021861934856781,-2.593869762679552,0.5358168126547022,0.046390946402523274,0.3366158205636503,-0.2045982571507984,-0.038760618041283224,-0.18588809228484768,-0.13793301066984767,0.06058514009473518,-9.556646316549084e-07
Healthy,preprocess_Reading93.dat,-1.5262422187982094,-1.7539670196257162,-1.5508039343847584,0.6210545048369077,0.33884674240817714,-0.10008042707049873,-0.5509729675723656,-0.10696996795152708,-0.14697613717361438,-0.1746164213486603,0.06475006949381716,-1.8381123198512524e-06
Healthy,preprocess_Reading94.dat,-1.735402843431155,-1.5354873240364206,-1.0880865720639865,0.7970988801042781,0.510035336038069,-0.8400346921622275,-0.40271406836825635,-0.032197094817976196,-0.07210888702521853,-0.10704056170754185,0.03395593839850703,-8.769029258447892e-07
Healthy,preprocess_Reading95.dat,-1.7819576841647038,-0.9909122048431956,-1.2706804987976055,1.1290798729804052,0.5736429883647305,-0.46687651266728186,-0.48565699691351266,0.11013582518030901,-0.12098741716927572,-0.08058344717765274,0.005552641611591966,-7.61079877202921e-07
Healthy,preprocess_Reading96.dat,-0.6222772843307341,-2.1297653311342346,-1.6292480237980038,0.8631544968713357,0.493793851115257,0.127817974823524,-0.6398173428613788,0.03008847023648893,-0.04374559193040393,0.04833709108511631,0.05461531068451079,-7.481185311834975e-07
Healthy,preprocess_Reading97.dat,-1.4707022825602325,-1.4776150680172728,-1.5268510561243664,0.3780701928867469,0.17701813131106797,0.017575288172703287,-0.33892085700712843,-0.10131021989569113,-0.17188336097913945,-0.1554110029067848,0.06323016595406429,-1.5145004205326172e-06
Healthy,preprocess_Reading98.dat,-1.6671747692137262,-1.6726273040520827,-1.1280030546890094,-0.5231124669299944,0.46594842832845584,-1.181963727116996,-0.5090368178401259,0.07927795202067293,-0.0853017143603247,-0.18707024383544382,-0.024587908308358247,-1.7318594111416744e-06
Healthy,preprocess_Reading99.dat,-2.4044262881944207,-2.1015973069458695,-1.5415464293472416,1.1206241753241284,-0.1167407283470778,-0.8216795106242659,-0.2295528928080956,0.0975839172495605,-0.1314851879292385,0.007187984106262411,0.026814184146470764,-2.092737877417167e-06
Healthy,preprocess_Reading100.dat,-2.100571371559214,-2.5033696156505107,-1.966799206781147,-0.06829460657844537,0.586618694273177,-0.06599477108698315,-0.552241705243438,-0.014429193326842858,-0.138232428195717,-0.049068449611284475,-0.0016682977659866944,-1.2192375675874285e-06
Healthy,preprocess_Reading101.dat,-2.087813952039569,-2.0084611132517245,-1.7840317195390174,0.13723086941603144,0.522009433903321,-0.3475385024600764,-0.18167427106338127,-0.12872715152181752,-0.048951625457493014,-0.22910365258938414,0.039567469379888066,-2.8380389160225276e-06
Healthy,preprocess_Reading102.dat,-1.2908735671827178,-1.4642789082344756,-1.8491165045523714,-0.0931340639721869,0.2743326161059165,-0.3799945151718246,-0.4857717853993374,0.10181079657186091,0.01640382946374991,-0.00607426781639312,-0.04827518451721275,-1.1699979881429029e-06
