classe,arquivo,amostras,media,rms,desvio_padrao
Healthy,preprocess_Reading57.dat,50000,0.00737047276242,0.2766557339281116,0.2765575369548993
Healthy,preprocess_Reading58.dat,50000,-0.02004048662898,0.2747724103247608,0.2740406108067788
Healthy,preprocess_Reading59.dat,50000,0.054159254936240006,0.2834714807686985,0.27824962805716374
Healthy,preprocess_Reading60.dat,50000,-0.035337029478276,0.25711543006576526,0.2546755558069029
Healthy,preprocess_Reading61.dat,50000,-0.0026877604430419998,0.2583711559332705,0.2583571755575896
Healthy,preprocess_Reading62.dat,50000,0.066079760408482,0.26682530568134855,0.25851346002926556
Healthy,preprocess_Reading63.dat,50000,-0.01348172775924,0.27984836978667554,0.27952343924774115
Healthy,preprocess_Reading64.dat,50000,0.029512632307646,0.26781560538853083,0.2661845281452304
Healthy,preprocess_Reading65.dat,50000,0.0325136942523,0.2555575237725411,0.2534807835770216
Healthy,preprocess_Reading66.dat,50000,0.008234047372432001,0.27593948346479813,0.2758166039213161
Healthy,preprocess_Reading67.dat,50000,-0.0199188561947606,0.2648632031192795,0.2641131491132109
Healthy,preprocess_Reading68.dat,50000,0.0031504882779240006,0.2625904507387513,0.26257155071102284
Healthy,preprocess_Reading69.dat,50000,-0.01052638008564,0.24878151011584698,0.2485587155941508
Healthy,preprocess_Reading70.dat,50000,-0.03790485485814,0.26373098818189555,0.2609928276899242
Healthy,preprocess_Reading71.dat,50000,0.0017410534350280002,0.25206481832220534,0.252058805378314
Healthy,preprocess_Reading72.dat,50000,0.05405210541948201,0.26480432266376197,0.25922904775725847
Healthy,preprocess_Reading73.dat,50000,-0.017005996544451278,0.2526574910383434,0.2520845172939439
Healthy,preprocess_Reading74.dat,50000,0.0513403918336328,0.260028283634526,0.2549095377899512
Healthy,preprocess_Reading75.dat,50000,-0.025106145183978003,0.26034260013459476,0.2591292166445971
Healthy,preprocess_Reading76.dat,50000,-0.034360163857774004,0.2714818175166784,0.26929863791305364
Healthy,preprocess_Reading77.dat,50000,0.016222328663960003,0.26936750764277567,0.2688785789653004
Healthy,preprocess_Reading78.dat,50000,-0.033526402870784,0.25433117737390626,0.25211173732086184
Healthy,preprocess_Reading79.dat,50000,0.006647874227078,0.2530752007446497,0.25298787125118405
Healthy,preprocess_Reading80.dat,50000,-0.020947072259378002,0.28155040313552393,0.28077010109613965
Healthy,preprocess_Reading81.dat,50000,-0.037740219065443996,0.2634742098154649,0.2607572340372859
Healthy,preprocess_Reading82.dat,50000,1.713448051600011e-05,0.25063941814573093,0.2506394175600481
Healthy,preprocess_Reading83.dat,50000,-0.0144193984945618,0.25535455605818447,0.25494711264638303
Healthy,preprocess_Reading84.dat,50000,-0.012921858293248002,0.23425245156120142,0.23389578157949376
Healthy,preprocess_Reading85.dat,50000,0.014116115391899999,0.2744807660911308,0.2741175409203443
Healthy,preprocess_Reading86.dat,50000,0.04322197756265401,0.258398965850112,0.25475848603722856
Healthy,preprocess_Reading87.dat,50000,-0.008977366955400001,0.26075665713542084,0.2606020742875764
Healthy,preprocess_Reading88.dat,50000,-0.013810073089668,0.2607187188646537,0.2603527073945734
Healthy,preprocess_Reading89.dat,50000,0.011252932737940001,0.26498137668358795,0.2647423303779072
Healthy,preprocess_Reading90.dat,50000,0.013988956148319999,0.2731785345876652,0.27282012547710727
Healthy,preprocess_Reading91.dat,50000,0.029246674512198,0.25793239643147875,0.2562689079050814
Healthy,preprocess_Reading92.dat,50000,0.012197323454800001,0.2796215219550982,0.27935536658712046
Healthy,preprocess_Reading93.dat,50000,-0.004127768792879999,0.26261715566340116,0.26258471389920546
Healthy,preprocess_Reading94.dat,50000,-0.018425752332678,0.2377849202982072,0.23706994742522627
Healthy,preprocess_Reading95.dat,50000,-0.027371737455204003,0.24413040644572093,0.24259110317576832
Healthy,preprocess_Reading96.dat,50000,-0.011728004417272,0.2740025138269045,0.2737514045550295
Healthy,preprocess_Reading97.dat,50000,0.00873034246746,0.26044191711312054,0.26029554992346376
Healthy,preprocess_Reading98.dat,50000,0.042479524905496,0.23196221252010854,0.22803937818067158
Healthy,preprocess_Reading99.dat,50000,-0.0345063209370876,0.25560776039494854,0.25326792333319303
Healthy,preprocess_Reading100.dat,50000,0.026242455196005997,0.2773797880704702,0.27613561953378013
Healthy,preprocess_Reading101.dat,50000,0.017323780181446,0.26192219662579036,0.26134866314083977
Healthy,preprocess_Reading102.dat,50000,0.0364483739298644,0.25825084819169514,0.25566583000001925
Healthy,preprocess_Reading103.dat,50000,-0.0170236544834,0.2756398716013045,0.27511367469541287
Healthy,preprocess_Reading104.dat,50000,0.08212759404099,0.26887244954520645,0.2560223670335815
Healthy,preprocess_Reading105.dat,50000,0.05173542296789399,0.2624618472850035,0.2573123924155026
Healthy,preprocess_Reading106.dat,50000,-0.04670969939822,0.27493009696970483,0.2709331323443097
Healthy,preprocess_Reading107.dat,50000,-0.01511588252427,0.26563068685178143,0.2652002486666663
Healthy,preprocess_Reading108.dat,50000,0.028845171713072,0.27427211058470574,0.2727510709666095
Healthy,preprocess_Reading109.dat,50000,0.0254307549416764,0.2435356539483257,0.24220423499009064
Healthy,preprocess_Reading110.dat,50000,-0.021119265250480003,0.27139138397435464,0.27056840157489837
Healthy,preprocess_Reading111.dat,50000,-0.024160195418573997,0.27030761982140816,0.2692257311083977
Healthy,preprocess_Reading112.dat,50000,0.025699487330157998,0.28139705362076484,0.2802210522737623
Healthy,preprocess_Reading113.dat,50000,-0.021702437935831993,0.24970456206110878,0.24875966815738335
Healthy,preprocess_Reading114.dat,50000,0.00228364700254036,0.24119243682222238,0.2411816256198003
Healthy,preprocess_Reading115.dat,50000,0.043957534836520006,0.2830273736706132,0.27959297090231194
Healthy,preprocess_Reading116.dat,50000,0.047514570374079995,0.26227082737336394,0.2579309064328575
Healthy,preprocess_Reading117.dat,50000,-0.006038380980806,0.2592536390684375,0.2591833083463484
Healthy,preprocess_Reading118.dat,50000,-0.01361937978507,0.2535023911575773,0.2531362771648492
Healthy,preprocess_Reading119.dat,50000,0.046892234893818,0.2820099977631179,0.27808408286886316
Healthy,preprocess_Reading120.dat,50000,0.11225263654238599,0.2765718361666979,0.2527673360026999
Healthy,preprocess_Reading121.dat,50000,0.06687457201383999,0.2733253390106249,0.2650179853580484
Healthy,preprocess_Reading122.dat,50000,-0.017147913869704,0.27110777703951067,0.27056491979046776
Healthy,preprocess_Reading123.dat,50000,-0.0008109298393300004,0.2660736462467928,0.26607241048229546
Healthy,preprocess_Reading124.dat,50000,0.0732229030446,0.26455048472647413,0.2542151951373748
Healthy,preprocess_Reading125.dat,50000,0.015070184849512998,0.21867551760562884,0.2181556131037916
Healthy,preprocess_Reading126.dat,50000,-0.105243457986822,0.2609032628366085,0.23873484686941798
Healthy,preprocess_Reading127.dat,50000,0.042067864250182004,0.28345027307293436,0.280311170135172
Healthy,preprocess_Reading128.dat,50000,-0.0042162157018578,0.280592745141435,0.2805610667059165
Healthy,preprocess_Reading129.dat,50000,0.071874544758028,0.2532522841101989,0.24283897797276932
Healthy,preprocess_Reading130.dat,50000,0.05154220134354,0.25833630224420645,0.2531423444188506
Healthy,preprocess_Reading131.dat,50000,0.071609699136494,0.2375390391607636,0.22648807057988637
Healthy,preprocess_Reading132.dat,50000,0.020707462593726005,0.2591785640517079,0.25835001268982877
Healthy,preprocess_Reading133.dat,50000,-0.012843527212191999,0.2750639686027604,0.2747639543904004
Healthy,preprocess_Reading134.dat,50000,-0.005374020163256,0.27123903218155826,0.27118578960939915
Healthy,preprocess_Reading135.dat,50000,-0.0020870577308672,0.26491982979340106,0.26491160866936847
Healthy,preprocess_Reading136.dat,50000,-0.009419856403268,0.2548786688047127,0.2547045388621967
Healthy,preprocess_Reading137.dat,50000,0.00380747738126,0.2628464719083582,0.2628188937475054
Healthy,preprocess_Reading138.dat,50000,0.013784651150032001,0.27619359549148487,0.2758493893108808
Healthy,preprocess_Reading139.dat,50000,-0.00043830430961399984,0.2606981221255067,0.2606977536709854
Healthy,preprocess_Reading140.dat,50000,0.03107002844608,0.274825764978759,0.27306382848799265
Healthy,preprocess_Reading141.dat,50000,-0.013551409093518001,0.2553661783311625,0.25500636138544314
Healthy,preprocess_Reading142.dat,50000,0.033311259913626,0.26784547545124093,0.2657659848112022
Healthy,preprocess_Reading143.dat,50000,-0.013635556355682402,0.27872651373770113,0.27839278198840556
Healthy,preprocess_Reading144.dat,50000,0.0151837686771,0.2623514869706424,0.2619117330026806
Healthy,preprocess_Reading145.dat,50000,-0.0041578497762583995,0.25040346980462297,0.25036894770604595
Healthy,preprocess_Reading146.dat,50000,0.044326370776362,0.26745467826489366,0.26375590567715124
Healthy,preprocess_Reading147.dat,50000,0.022656988517874,0.2619463351995398,0.26096464012538284
Healthy,preprocess_Reading148.dat,50000,-0.017717312739040002,0.27512630201052507,0.27455523831698003
Healthy,preprocess_Reading149.dat,50000,0.01739627045788,0.27025988241890164,0.2696994138281261
Healthy,preprocess_Reading150.dat,50000,-0.011985041708344002,0.2650091161234254,0.2647379655504069
Healthy,preprocess_Reading151.dat,50000,0.006101550305502001,0.2257429269564749,0.22566045323615258
Healthy,preprocess_Reading152.dat,50000,-0.0605315671745506,0.24971111857586198,0.2422634353669597
Healthy,preprocess_Reading153.dat,50000,0.0077956350466081995,0.2505429383568076,0.2504216285281349
Healthy,preprocess_Reading154.dat,50000,-0.01130141043476,0.2800967160267942,0.2798686271291938
Healthy,preprocess_Reading155.dat,50000,-0.008954029523686,0.28659893513575935,0.28645902844253335
Healthy,preprocess_Reading156.dat,50000,0.007192165358862,0.26649450367100314,0.2663974347554891
Healthy,preprocess_Reading157.dat,50000,-0.038217324638848006,0.20460480077675167,0.2010038820479424
Healthy,preprocess_Reading158.dat,50000,-0.03236250459774,0.2591921051052615,0.25716379147356305
Healthy,preprocess_Reading159.dat,50000,-0.006307894308366,0.22490330007239095,0.22481482347222215
Healthy,preprocess_Reading160.dat,50000,-0.035811836632106,0.24653386759169135,0.2439189624173425
Healthy,preprocess_Reading161.dat,50000,0.00170834555185,0.21040844030925454,0.21040150500613966
Healthy,preprocess_Reading162.dat,50000,0.0099484997842088,0.24204172870002755,0.24183718858798647
Healthy,preprocess_Reading163.dat,50000,-0.021883339586662002,0.26487734817231584,0.26397183376893274
Healthy,preprocess_Reading164.dat,50000,-0.029939746346856,0.2562870572589028,0.25453225199788343
Healthy,preprocess_Reading165.dat,50000,0.016502125031627998,0.2605139911410726,0.2599908064714815
Healthy,preprocess_Reading166.dat,50000,-0.03440294611706,0.24700604216888739,0.24459849175006138
Healthy,preprocess_Reading167.dat,50000,-0.0236764640323616,0.2561075758071919,0.25501081435256984
Healthy,preprocess_Reading168.dat,50000,0.005493069430591999,0.2584531229230301,0.25839474247147054
Healthy,preprocess_Reading169.dat,50000,-0.022823931284638003,0.24578689786964997,0.24472488088688463
Healthy,preprocess_Reading170.dat,50000,0.019718075846499,0.2568707494885478,0.2561128255822422
Healthy,preprocess_Reading171.dat,50000,-0.06577128096037961,0.26773999026364886,0.25953581831263595
Healthy,preprocess_Reading172.dat,50000,0.0016564963834999997,0.2554282836568691,0.25542291226831126
Healthy,preprocess_Reading173.dat,50000,-0.04497420086199801,0.27376081872676095,0.2700413063343664
Healthy,preprocess_Reading174.dat,50000,-0.010430840522,0.26888167018112197,0.2686792699956479
Healthy,preprocess_Reading175.dat,50000,0.02396977161989964,0.2529638760936569,0.25182567910524306
Healthy,preprocess_Reading176.dat,50000,0.0027888607715340005,0.2600880827726468,0.2600731302075402
Healthy,preprocess_Reading177.dat,50000,0.036166927605522,0.26079131363318575,0.25827129653544467
Healthy,preprocess_Reading178.dat,50000,-0.01720874204738,0.2346917062575947,0.23405994143220632
Healthy,preprocess_Reading179.dat,50000,0.020476296336254,0.2582399535148047,0.2574268728778688
Healthy,preprocess_Reading180.dat,50000,-0.024112292804079997,0.262174641799473,0.2610634791356544
Healthy,preprocess_Reading181.dat,50000,0.0047809078723374,0.21798936821586104,0.21793693485746393
Healthy,preprocess_Reading182.dat,50000,0.030423808722978,0.2710534950527541,0.26934065612733077
Healthy,preprocess_Reading183.dat,50000,0.011219961690962,0.26057676765661375,0.26033510001922944
Healthy,preprocess_Reading184.dat,50000,0.05927547789390799,0.26366009177761335,0.256910610362103
Healthy,preprocess_Reading185.dat,50000,-0.032773457484361196,0.282081682876808,0.2801713338283074
Healthy,preprocess_Reading186.dat,50000,-0.0193664511445119,0.2561880286704014,0.2554549796032437
Healthy,preprocess_Reading187.dat,50000,0.013128489560193997,0.22346485829492363,0.2230788776523635
Healthy,preprocess_Reading188.dat,50000,0.013664420321901998,0.2608085140429936,0.260450311219973
Healthy,preprocess_Reading189.dat,50000,0.03987115801316599,0.26161903448549595,0.2585629709834961
Healthy,preprocess_Reading190.dat,50000,0.0648683785156,0.28670404554388984,0.27926923067174747
Healthy,preprocess_Reading191.dat,50000,0.001121637965286,0.27777292274579074,0.2777706581678739
Healthy,preprocess_Reading192.dat,50000,-0.0230581025868686,0.25872105369752363,0.25769149681634895
Healthy,preprocess_Reading193.dat,50000,0.060133869003476004,0.2748219691660423,0.26816232497309145
Healthy,preprocess_Reading194.dat,50000,-0.01139307955214,0.26202295372585493,0.2617751440025201
Healthy,preprocess_Reading195.dat,50000,0.047305896354310005,0.2764236633605618,0.2723457248347924
Healthy,preprocess_Reading196.dat,50000,-0.0011554273598220002,0.2687882931698628,0.2687858097682694
Healthy,preprocess_Reading197.dat,50000,0.008896745885738001,0.2585670914781148,0.2584139870597108
Healthy,preprocess_Reading198.dat,50000,0.028389958813370003,0.24620612942186948,0.24456383298327963
Healthy,preprocess_Reading199.dat,50000,0.0275499656148,0.26177183468827575,0.26031806089991016
Healthy,preprocess_Reading200.dat,50000,0.029635159986046,0.2614423315217298,0.2597572905697154
Healthy,preprocess_Reading201.dat,50000,-0.006312005145815181,0.2755878879844133,0.27551559410448756
Healthy,preprocess_Reading202.dat,50000,-0.01322482532098,0.26369215891919795,0.26336032098761025
Healthy,preprocess_Reading203.dat,50000,-0.007682177315,0.2762252033326554,0.27611835706426274
Healthy,preprocess_Reading204.dat,50000,0.045800675096941995,0.2674048945558834,0.263453365499679
Healthy,preprocess_Reading205.dat,50000,-0.0057728932380074005,0.23335546467095314,0.23328404702306377
Healthy,preprocess_Reading206.dat,50000,0.06900475160776,0.2697787621992749,0.26080438031084574
Healthy,preprocess_Reading207.dat,50000,0.052126961674853395,0.26191801188584524,0.25667844634246584
Healthy,preprocess_Reading208.dat,50000,0.063826500536362,0.2722032131929938,0.2646143743296501
Healthy,preprocess_Reading209.dat,50000,-0.0311014210327,0.252716039024114,0.25079493214533705
Healthy,preprocess_Reading210.dat,50000,-0.010190576127296002,0.2718788464516757,0.2716877974920619
Healthy,preprocess_Reading211.dat,50000,-0.029890937137032,0.27338207432334094,0.2717430595956458
Healthy,preprocess_Reading212.dat,50000,0.0086647959752644,0.23820000027208754,0.23804235219878322
Healthy,preprocess_Reading213.dat,50000,-0.0248589645415748,0.25747594652664657,0.25627308661213977
Healthy,preprocess_Reading214.dat,50000,0.0022218441614705996,0.27702860759822856,0.2770196975601833
Healthy,preprocess_Reading215.dat,50000,-0.004892198875618,0.2642560428818756,0.26421075411449296
Healthy,preprocess_Reading216.dat,50000,0.01640296970064,0.26415128518551684,0.26364150669073366
Healthy,preprocess_Reading217.dat,50000,-0.010976909804006,0.26527526321169287,0.2650480573842934
Healthy,preprocess_Reading218.dat,50000,-0.039075545364276,0.2600635031528617,0.2571111188311834
Healthy,preprocess_Reading219.dat,50000,0.0706358603817972,0.2421475656593834,0.23161610216668585
Healthy,preprocess_Reading220.dat,50000,-0.0095721537810866,0.2607689899849219,0.26059324628575375
Healthy,preprocess_Reading221.dat,50000,0.046506952325536005,0.268315293650388,0.26425404479796377
Healthy,preprocess_Reading222.dat,50000,0.021675373657044,0.2624665890881513,0.26157004523529825
Healthy,preprocess_Reading223.dat,50000,-0.019527078108688003,0.25327912190352125,0.252525259751883
Healthy,preprocess_Reading224.dat,50000,0.0091224392151124,0.25160756033686654,0.2514421315560233
Healthy,preprocess_Reading225.dat,50000,0.011493208237525998,0.24583327143807707,0.2455644589722954
Bearing,preprocess_Reading1.dat,50000,0.048567774373676,0.1929847448408196,0.18677334668968146
Bearing,preprocess_Reading2.dat,50000,0.032862097947715004,0.20863575210820381,0.2060314528809392
Bearing,preprocess_Reading3.dat,50000,0.05877091599716,0.2306992942986716,0.22308774915436266
Bearing,preprocess_Reading4.dat,50000,0.044638650941788004,0.24651494201251195,0.24243969864180523
Bearing,preprocess_Reading5.dat,50000,0.08091465202113,0.21078103192071895,0.19463160716045733
Bearing,preprocess_Reading6.dat,50000,0.08271262495017978,0.1881092073215068,0.1689487956541168
Bearing,preprocess_Reading7.dat,50000,0.108822445054836,0.23438644120383872,0.20759258000344746
Bearing,preprocess_Reading8.dat,50000,0.13680014282254,0.23193221114051663,0.18729194186686687
Bearing,preprocess_Reading9.dat,50000,0.0745158976193824,0.20391515462082066,0.18981246346331138
Bearing,preprocess_Reading10.dat,50000,0.128731329772398,0.23973774474898707,0.20224349431405844
Bearing,preprocess_Reading11.dat,50000,0.077403472923172,0.20800019557667446,0.19306160607269018
Bearing,preprocess_Reading12.dat,50000,0.06164183012563999,0.21915702003375134,0.21030949624026926
Bearing,preprocess_Reading13.dat,50000,0.127033617303974,0.2507158152572928,0.21615013322872706
Bearing,preprocess_Reading14.dat,50000,0.12686614994635997,0.23935404062618537,0.20296634391413101
Bearing,preprocess_Reading15.dat,50000,0.10060177423700599,0.24227062016731957,0.22039586297529296
Bearing,preprocess_Reading16.dat,50000,0.024659562191340002,0.21132630761588714,0.20988262025021506
Bearing,preprocess_Reading17.dat,50000,0.13258622427646,0.24777004146565929,0.2093105027943098
Bearing,preprocess_Reading18.dat,50000,0.06055361835825581,0.21837499985837447,0.2098115818225194
Bearing,preprocess_Reading19.dat,50000,0.052719644955539206,0.22620172370448402,0.21997240472986976
Bearing,preprocess_Reading20.dat,50000,0.108626749923098,0.2313996043149772,0.20431839388139467
Bearing,preprocess_Reading21.dat,50000,0.10244315672974,0.23107979537805337,0.2071310490274429
Bearing,preprocess_Reading22.dat,50000,0.09345146196138202,0.25492545656962284,0.2371788621789704
Bearing,preprocess_Reading23.dat,50000,0.10134314775794999,0.21416962423957667,0.18867483761602072
Bearing,preprocess_Reading24.dat,50000,0.07648745126048799,0.2569430588577369,0.24529452764960924
Bearing,preprocess_Reading25.dat,50000,0.057154366897384005,0.21779003216350346,0.21015679016948058
Bearing,preprocess_Reading26.dat,50000,0.08763520499426798,0.2327984526517579,0.21567380555520735
Bearing,preprocess_Reading27.dat,50000,0.15140992381128,0.25136027781646375,0.20064153168133514
Bearing,preprocess_Reading28.dat,50000,0.10904449828932801,0.24444345884711183,0.21877363178858733
Bearing,preprocess_Reading29.dat,50000,0.08511840371168,0.23903576577837904,0.223367308867774
Bearing,preprocess_Reading30.dat,50000,0.1163376626731726,0.2253815275800577,0.19303466325523871
Bearing,preprocess_Reading31.dat,50000,0.118026865566032,0.25429282840611994,0.225243205410157
Bearing,preprocess_Reading32.dat,50000,0.10016741890347401,0.26573429841708934,0.2461324959151852
Bearing,preprocess_Reading33.dat,50000,0.017451030900422,0.23868997275508405,0.23805118066150244
Bearing,preprocess_Reading34.dat,50000,0.015122560708102,0.23839321121774526,0.23791307511849422
Bearing,preprocess_Reading35.dat,50000,0.0411541207826744,0.241508955315034,0.23797670860814119
Bearing,preprocess_Reading36.dat,50000,0.032936577555637996,0.23522938084774114,0.232912093874348
Bearing,preprocess_Reading37.dat,50000,0.060500992624892,0.27961600976571194,0.27299220283499215
Bearing,preprocess_Reading38.dat,50000,0.0400445870191478,0.2917384653274305,0.2889770980580819
Bearing,preprocess_Reading39.dat,50000,0.043531869973364,0.2377907147440995,0.23377211192768874
Bearing,preprocess_Reading40.dat,50000,-0.006162862457074,0.23097266049603182,0.23089042644282673
Bearing,preprocess_Reading41.dat,50000,0.04832248989225,0.25897933353478925,0.25443119338779396
Bearing,preprocess_Reading42.dat,50000,0.03634138326435,0.23772123282756571,0.2349269852517827
Bearing,preprocess_Reading43.dat,50000,0.09261733217911679,0.23540046690488034,0.21641490151803042
Bearing,preprocess_Reading44.dat,50000,0.06893734533066799,0.23209848446993567,0.22162434187607008
Bearing,preprocess_Reading45.dat,50000,0.050395891842002,0.23988601630290132,0.2345326307854092
Bearing,preprocess_Reading46.dat,50000,-0.020294869080313818,0.24578835304849214,0.244949041196946
Bearing,preprocess_Reading47.dat,50000,0.075013649907106,0.21401324193196297,0.20043607472170036
Bearing,preprocess_Reading48.dat,50000,0.012846562110961999,0.249501457139575,0.24917050980543498
Bearing,preprocess_Reading49.dat,50000,0.04445848086594,0.24392375539799552,0.23983794930442925
Bearing,preprocess_Reading50.dat,50000,0.04486604125396,0.2300365231054081,0.2256187942185289
Bearing,preprocess_Reading51.dat,50000,0.009950689665486,0.2795452821540263,0.2793681237180709
Bearing,preprocess_Reading52.dat,50000,0.03495639288049,0.22322990065255477,0.22047593778490726
Bearing,preprocess_Reading53.dat,50000,0.031540068789178,0.25263132011857103,0.2506547585138288
Bearing,preprocess_Reading54.dat,50000,0.06935513808988,0.22356614427494362,0.21253631615914156
Bearing,preprocess_Reading55.dat,50000,0.0797046775778268,0.2663262616853174,0.2541197395628503
Bearing,preprocess_Reading56.dat,50000,0.02033176445731,0.254797763962456,0.2539852749163225
Bearing,preprocess_Reading57.dat,50000,0.06398828072716799,0.22315659222439502,0.21378579134915882
Bearing,preprocess_Reading58.dat,50000,0.061217821573986,0.25463324687833283,0.24716486145392433
Bearing,preprocess_Reading59.dat,50000,0.0395765035919578,0.23936179018169995,0.23606729329245063
Bearing,preprocess_Reading60.dat,50000,0.07004985023931701,0.24289226163816613,0.23257185823988377
Bearing,preprocess_Reading61.dat,50000,0.022868634382259,0.2181911607026718,0.21698941948922237
Bearing,preprocess_Reading62.dat,50000,0.057780969120458006,0.23209696311736003,0.224789590274554
Bearing,preprocess_Reading63.dat,50000,0.0007654149560400001,0.2280858752708435,0.22808459097013076
Bearing,preprocess_Reading64.dat,50000,0.023330703365915997,0.21344109736017533,0.21216215572709352
Bearing,preprocess_Reading65.dat,50000,0.0211485961123,0.23146200503482528,0.2304938104531666
Bearing,preprocess_Reading66.dat,50000,0.0618656764979,0.25291955559381535,0.24523649743304976
