classe,arquivo,PC1,PC2,PC3,PC4,PC5,PC6
Healthy,preprocess_Reading108.dat,-2.20782240384313,-2.648966709871718,-1.0417384020018965,0.5675008946833549,0.48353602797740775,4.645971747123741e-07
Healthy,preprocess_Reading109.dat,-1.652253191367644,-1.6556327787775542,-0.6562106055597616,0.1764615493869906,0.899106645388691,4.4688970179354274e-07
Healthy,preprocess_Reading110.dat,-2.3480385522173512,-2.7562562993137063,-0.006458840639552679,0.4183490863770958,0.5927029468519011,-4.973427937915656e-08
Healthy,preprocess_Reading111.dat,-2.1962895881477373,-2.410525848977708,0.15279885193028667,0.2716556694868697,0.2093698003484684,3.711979577695006e-07
Healthy,preprocess_Reading112.dat,-1.992138186163718,-2.9829587767046974,-0.9053480690172431,0.00408282254320848,0.5742638653620308,9.10422421238341e-08
Healthy,preprocess_Reading113.dat,-1.8254039539922153,-2.2380117781734374,0.21184227363382563,0.2435111591178789,1.110579495103907,1.3762320104683592e-06
Healthy,preprocess_Reading114.dat,-1.9440441692841701,-1.7615256374562698,-0.23153956935502534,0.1555669621174602,1.0454986458135092,2.2255847874018874e-06
Healthy,preprocess_Reading115.dat,-1.7416823458218245,-2.5187651258461576,-1.1749667032598663,-0.04962348968177825,0.04918984827637161,8.506267246749404e-07
Healthy,preprocess_Reading116.dat,-1.850383414635967,-2.007948116371933,-1.224681832602623,0.23527452088379736,0.5765487619948626,1.418320899604041e-06
Healthy,preprocess_Reading117.dat,-1.9203968907307407,-2.338726156178633,-0.23830140879512715,0.8016228928557178,0.613203521068896,2.302138076840382e-06
Healthy,preprocess_Reading118.dat,-2.94427946443848,-2.182868765243309,-0.21113636307799916,0.6320278989955574,0.8943573957321233,1.9434480838961985e-06
Healthy,preprocess_Reading119.dat,-1.9351500054232567,-2.6538359396658273,-1.316675615360758,0.1484543172030332,0.3109479854933267,7.239085744248517e-07
Healthy,preprocess_Reading120.dat,-1.9592959837548505,-1.7972902806436788,-2.56092782527043,0.149777750636313,0.8921177467500938,1.0888433890503862e-06
Healthy,preprocess_Reading121.dat,-2.0825206341819693,-2.2062491332645977,-1.71627091253837,0.3085074653944734,0.5321291044111337,2.4308855617107245e-06
Healthy,preprocess_Reading122.dat,-2.4517363538163206,-2.722352354641985,-0.133602501063362,0.6210109578594228,0.5367238959469046,1.970481636982134e-06
Healthy,preprocess_Reading123.dat,-2.2692773043684875,-2.616653811509043,-0.43005696834307133,0.643375784525561,0.6905975275328864,2.0659950742762796e-06
Healthy,preprocess_Reading124.dat,-2.1310866640795476,-2.0502087671858624,-1.8554129949160032,0.49251345010319086,0.9350012056145652,-4.986514650781659e-07
Healthy,preprocess_Reading125.dat,-1.6728955136035022,-1.3114034765061795,-0.41858816959371486,0.46929753641301186,1.7110528750460707,2.8932596583397596e-06
Healthy,preprocess_Reading126.dat,-2.2415048234903137,-2.097819157508748,1.826797663160095,0.893495383529182,1.072013605266776,1.7963227864798532e-07
Healthy,preprocess_Reading127.dat,-1.8775219464552408,-2.7310670463218725,-1.1693580997176105,-0.1781623818839867,0.3261385070845816,7.758865345321106e-07
Healthy,preprocess_Reading128.dat,-0.9642562888087873,-3.0770829479175865,-0.11257738712686527,0.05348006433028723,0.4052815300984878,7.364333701464291e-07
Healthy,preprocess_Reading129.dat,-1.1879573323110166,-1.5164842150655617,-1.5615233565618307,0.3768614229960188,0.7665381976494438,-2.141513530549061e-07
Healthy,preprocess_Reading130.dat,-3.4265833667058443,-1.340198389789363,-1.6125716141327557,1.016386997137774,0.0363687590360761,-3.384882057806409e-07
Healthy,preprocess_Reading131.dat,-2.9406018781038297,-0.6374795708909239,-1.809514440582369,0.8614934991160552,0.6723104396359045,-1.177878435607738e-06
Healthy,preprocess_Reading132.dat,-4.328419577562841,-1.6429679400250543,-1.1591768432184881,0.9453412793219624,0.15032745110752554,-1.0457356060130117e-06
Healthy,preprocess_Reading133.dat,-2.407831042459508,-2.427388240748761,-0.1783391759473659,0.6029749317598474,-0.07618148123448958,-1.1119099930023141e-06
Healthy,preprocess_Reading134.dat,-3.1835321405601906,-2.0896536783463944,-0.49723056938380755,1.089085747820428,-0.28295427898732683,-8.937783381725236e-07
Healthy,preprocess_Reading135.dat,-2.1347450782795443,-2.4068057537627263,-0.34070815179469854,0.5763186098024135,0.46961674272260173,-3.609242126617849e-07
Healthy,preprocess_Reading136.dat,-2.6112292930432015,-1.7702098361943808,-0.20570345118473576,0.7610382701839165,0.20527763097537025,4.919437756480769e-07
Healthy,preprocess_Reading137.dat,-2.678058735329216,-1.9775671222280178,-0.5564267586791088,0.9407855210521513,0.04448299495558494,-8.372740274198286e-07
Healthy,preprocess_Reading138.dat,-2.308890752581236,-3.0572335868797746,-0.7226359893581765,0.0402519616335301,0.9073560929214258,-1.542524907937113e-07
Healthy,preprocess_Reading139.dat,-2.0907465012940194,-2.3714093046925777,-0.26737939792341864,-0.05287088772002146,0.7934727742832794,3.61107639966381e-07
Healthy,preprocess_Reading140.dat,-2.2839579563633645,-2.746044517387919,-1.0174884981234538,-0.10192848132745506,0.7521166859572794,5.502869545980904e-07
Healthy,preprocess_Reading141.dat,-2.288356691049381,-2.197657032323997,-0.08017077100075551,0.5029418241695743,0.7451881279371868,1.8908986711855417e-07
Healthy,preprocess_Reading142.dat,-1.991128924985817,-2.6282087832609213,-1.0213153325406237,0.10918143634933869,0.9370655476588678,-4.368138496112008e-08
Healthy,preprocess_Reading143.dat,-1.879800486914396,-2.878521743266003,-0.020121404905786733,-0.1502891742238977,0.39418082153963413,-2.7102853540357403e-07
Healthy,preprocess_Reading144.dat,-1.8502824910819586,-2.5003140574202587,-0.566349167265205,-0.0851505855259745,0.9332867000372467,5.37491757267906e-07
Healthy,preprocess_Reading145.dat,-1.744804728623486,-2.0729272752569314,-0.1278474657127088,0.28117346047671826,0.8547588165039067,1.1404008872826941e-07
Healthy,preprocess_Reading146.dat,-1.8700200356832548,-2.6314828929526737,-1.1592924336789725,-0.3755819668738731,1.185055535511852,-1.13385910018786e-06
Healthy,preprocess_Reading147.dat,-3.1332265826048555,-2.356564516972998,-0.9217705074340756,-0.16070879650239847,1.0185637844130002,3.242325438274607e-07
Healthy,preprocess_Reading148.dat,-2.1682525593580597,-2.914017067752208,0.02183066453196315,-0.21187074601576864,0.694438697653627,-5.407017033316974e-07
Healthy,preprocess_Reading149.dat,-2.227776938624064,-2.6157790449387686,-0.6183331282719527,-0.6599103531756441,0.8225629651841101,4.880029096618546e-08
Healthy,preprocess_Reading150.dat,-1.5302108413972129,-2.7949694544997232,0.027780227112101534,-0.1324953191272652,1.0157028117158395,-7.249410915195532e-09
Healthy,preprocess_Reading151.dat,-3.7603269362984757,-0.7907773721117629,-0.43527729951888605,-0.25095744611111503,0.9928510628504176,-1.5932574981766685e-06
Healthy,preprocess_Reading152.dat,-3.110138586288716,-1.4433774593220405,0.8551682835075892,0.6162365517078786,0.3673939442052349,-1.5088563188441058e-06
Healthy,preprocess_Reading153.dat,-2.837554300476241,-1.509171747262403,-0.4858711926834565,0.18448756533236682,0.3252671829823584,-8.361267309922627e-07
Healthy,preprocess_Reading154.dat,-2.4029932266312826,-2.5542913263440292,-0.18845190414953109,0.3111051761306816,-0.13264617876667437,-1.5506935920734372e-06
Healthy,preprocess_Reading155.dat,-2.0206062645016374,-2.686194878377663,-0.13434568233727812,-0.0882041723530011,-0.29285894320618855,-1.4215830957888901e-06
Healthy,preprocess_Reading156.dat,-3.1649724107950994,-2.264279570532709,-0.6670408204980696,0.3349344925761964,0.4255291009595297,-1.2843098888060783e-06
Healthy,preprocess_Reading157.dat,-2.5796527373828266,-0.6645296475662378,0.5960067573160795,0.7733430643351885,1.671860053929202,-1.4612315192677975e-06
Healthy,preprocess_Reading158.dat,-3.2843269232321566,-1.9134496812856308,0.19326344750838123,0.3660539490102781,0.33324901555143405,-1.05630730073624e-06
Healthy,preprocess_Reading159.dat,-2.066810945552321,-1.0569510130538868,-0.03747923221292748,0.6475565880850608,0.9245963197299573,-3.259033578387481e-07
Healthy,preprocess_Reading160.dat,-2.8368694261015985,-1.8450184589522272,0.3564982240078093,0.4321378315279886,0.9070165036430685,-7.794962234321212e-07
Healthy,preprocess_Reading161.dat,-1.9964977046613117,-0.9007996396603708,-0.15876316406468174,0.6357361493047695,1.5638373277192046,-5.156568399828955e-07
Healthy,preprocess_Reading162.dat,-2.6407290841768583,-1.5303231285649863,-0.5321140891401381,0.46338127176025046,0.7656883735807614,-7.318495159895679e-07
Healthy,preprocess_Reading163.dat,-2.8953837495521735,-2.182826010639485,0.04216604327405372,0.08331696601786637,0.3509077991684454,-6.006408036339549e-07
Healthy,preprocess_Reading164.dat,-2.666289509456988,-1.892118207241114,0.21514266837868395,0.6578850549876446,0.32011473005294466,-7.845759327333154e-07
Healthy,preprocess_Reading165.dat,-2.8959991402022256,-2.0561784940818773,-0.7627978527078816,0.2045653564848541,0.5436974878421517,-8.609021904081493e-07
Healthy,preprocess_Reading166.dat,-2.003387705153567,-1.6076631464258393,0.5082324003747363,0.41980078761511497,0.4496032386931332,-8.120170945262598e-07
Healthy,preprocess_Reading167.dat,-2.1766301932201713,-1.9449108809063087,0.2541867276037636,0.0363914334818813,0.4504520162931637,-1.1402325061082668e-06
Healthy,preprocess_Reading168.dat,-2.1865441335814264,-2.0158899577989815,-0.41376776687855354,0.31330128042043903,0.41651905120230814,-7.483603792247386e-07
Healthy,preprocess_Reading169.dat,-1.3079654717485079,-1.8158688316102214,0.374131423378076,0.3317877640987438,0.68885091935742,-1.1759324886885354e-06
Healthy,preprocess_Reading170.dat,-1.762605156145932,-1.8656458573967045,-0.6022601682788272,0.22296089712377676,0.36753270074993893,-6.138246387643683e-07
Healthy,preprocess_Reading171.dat,-2.4559955037416072,-2.2037029857641564,1.0290077873876546,0.19089781329003722,0.3670635091278144,-4.5504805047569954e-07
Healthy,preprocess_Reading172.dat,-1.3587214716680944,-2.02515733673279,-0.1814057138797385,0.29597769299232496,0.4726630328316051,-1.4165267898250721e-06
Healthy,preprocess_Reading173.dat,-2.143891314586226,-2.8619231584946196,0.555007704828998,0.16620793582771817,0.6879754121647698,-9.72506003280502e-07
Healthy,preprocess_Reading174.dat,-1.445765269933504,-2.513951034623166,0.036206785964922016,-0.07999325201689773,0.4043811966209829,-1.2134874831589158e-06
Healthy,preprocess_Reading175.dat,-1.0501264493542195,-2.0512325986271356,-0.5656923459889721,0.08883591057698718,0.8047570518038935,-1.1197557337229133e-06
Healthy,preprocess_Reading176.dat,-1.0318067729308724,-2.140470265139156,-0.1859438593367183,0.43206743163766276,0.2925870523648145,-5.133620214746351e-07
Healthy,preprocess_Reading177.dat,-1.2619220341036754,-2.1432512600897207,-0.8407405712053087,-0.1645733556153216,0.6915863117675044,-4.3420993957020094e-07
Healthy,preprocess_Reading178.dat,-1.0915574676326425,-1.558460380068922,0.35263509207323684,0.2304468677070982,0.969870761249288,-7.902733782249073e-07
Healthy,preprocess_Reading179.dat,-1.6021738021268068,-2.0279356246541624,-0.5810177664020393,0.009919685923627799,0.5325973462255729,-2.83984311555438e-07
Healthy,preprocess_Reading180.dat,-2.170218803234083,-2.3067461406731398,0.1461836457712323,0.4839771442221005,0.4890623616545442,-1.349535009607586e-06
